heading,line,cond_num,Hs,Tp,elem,static_kN,dyn_mean_kN,dyn_max_kN,dyn_std_kN
180deg,HL7,6,2.1700,3.1200,Mooring1,153.0714,144.0972,155.7780,0.2890
180deg,HL7,6,2.1700,3.1200,Mooring2,142.0929,137.7825,145.4399,0.3149
180deg,HL7,6,2.1700,3.1200,Mooring3,140.8841,143.6841,154.7157,1.7564
180deg,HL7,6,2.1700,3.1200,Mooring4,165.8900,179.2351,197.3080,2.9638
180deg,HL7,6,2.1700,3.1200,Mooring5,160.2937,153.4977,162.7379,0.3988
180deg,HL7,6,2.1700,3.1200,Mooring6,143.0975,135.5690,147.5803,0.5790
180deg,HL7,6,2.1700,3.1200,Mooring7,151.2225,152.3469,161.5530,1.3226
180deg,HL7,6,2.1700,3.1200,Mooring8,162.9266,170.7303,183.0152,2.3725
180deg,HL7,7,2.5000,3.3500,Mooring1,151.7807,132.1572,155.2935,0.5834
180deg,HL7,7,2.5000,3.3500,Mooring2,141.1001,132.8230,145.2838,0.9537
180deg,HL7,7,2.5000,3.3500,Mooring3,140.9199,148.8707,167.3152,3.4376
180deg,HL7,7,2.5000,3.3500,Mooring4,167.4914,197.6303,234.5321,7.0632
180deg,HL7,7,2.5000,3.3500,Mooring5,159.5496,144.5841,161.5983,0.2014
180deg,HL7,7,2.5000,3.3500,Mooring6,143.1344,127.1588,146.7561,0.3540
180deg,HL7,7,2.5000,3.3500,Mooring7,152.3064,155.0743,170.1673,2.7201
180deg,HL7,7,2.5000,3.3500,Mooring8,164.2736,181.6662,207.8305,5.7358
180deg,HL7,8,2.8300,3.5600,Mooring1,150.6080,118.3928,155.2367,0.9193
180deg,HL7,8,2.8300,3.5600,Mooring2,140.2105,127.4423,144.7030,0.7956
180deg,HL7,8,2.8300,3.5600,Mooring3,140.8708,155.7058,181.2225,5.5518
180deg,HL7,8,2.8300,3.5600,Mooring4,168.9495,219.5185,274.0769,12.3761
180deg,HL7,8,2.8300,3.5600,Mooring5,158.8254,134.1544,161.3990,0.4682
180deg,HL7,8,2.8300,3.5600,Mooring6,142.7194,117.9104,146.4697,0.7174
180deg,HL7,8,2.8300,3.5600,Mooring7,152.9212,158.7238,179.7973,4.4560
180deg,HL7,8,2.8300,3.5600,Mooring8,165.3631,194.6813,232.5249,9.3573
180deg,HL7,9,3.1700,3.7700,Mooring1,149.6447,107.9894,154.1260,0.8862
180deg,HL7,9,3.1700,3.7700,Mooring2,139.5400,123.3450,144.9169,1.2069
180deg,HL7,9,3.1700,3.7700,Mooring3,140.8614,161.1046,192.0417,7.3724
180deg,HL7,9,3.1700,3.7700,Mooring4,170.2137,236.3620,304.7049,17.5264
180deg,HL7,9,3.1700,3.7700,Mooring5,158.1520,126.1909,160.7283,0.4029
180deg,HL7,9,3.1700,3.7700,Mooring6,141.9487,111.2608,145.7227,0.6973
180deg,HL7,9,3.1700,3.7700,Mooring7,153.0683,161.9059,187.6767,5.8160
180deg,HL7,9,3.1700,3.7700,Mooring8,166.1498,204.8259,251.7685,12.3792
180deg,HL9,1,0.5000,1.7000,Mooring1,156.5591,156.5500,157.0763,0.0250
180deg,HL9,1,0.5000,1.7000,Mooring2,144.8839,144.8709,145.4938,0.0143
180deg,HL9,1,0.5000,1.7000,Mooring3,141.0705,141.0813,141.7982,0.0730
180deg,HL9,1,0.5000,1.7000,Mooring4,161.6367,161.6311,162.4680,0.0996
180deg,HL9,1,0.5000,1.7000,Mooring5,162.3117,162.3105,162.6349,0.0319
180deg,HL9,1,0.5000,1.7000,Mooring6,143.4992,143.6223,144.3061,0.0329
180deg,HL9,1,0.5000,1.7000,Mooring7,148.7212,148.8250,149.7712,0.0579
180deg,HL9,1,0.5000,1.7000,Mooring8,159.4896,159.5354,160.4124,0.1234
180deg,HL9,2,0.8300,2.1900,Mooring1,155.9779,155.9524,157.2068,0.1710
180deg,HL9,2,0.8300,2.1900,Mooring2,144.4342,144.3875,145.6360,0.0236
180deg,HL9,2,0.8300,2.1900,Mooring3,141.0732,141.0599,142.4448,0.0738
180deg,HL9,2,0.8300,2.1900,Mooring4,162.3611,162.3593,164.3729,0.1915
180deg,HL9,2,0.8300,2.1900,Mooring5,161.9757,161.9789,162.9772,0.1533
180deg,HL9,2,0.8300,2.1900,Mooring6,143.4969,143.6322,145.0836,0.0561
180deg,HL9,2,0.8300,2.1900,Mooring7,149.1901,149.3173,151.0973,0.1218
180deg,HL9,2,0.8300,2.1900,Mooring8,160.0921,160.1464,161.7914,0.1780
180deg,HL9,3,1.1700,2.5900,Mooring1,155.3384,155.2906,157.7556,0.3536
180deg,HL9,3,1.1700,2.5900,Mooring2,143.9227,143.8451,146.3309,0.2466
180deg,HL9,3,1.1700,2.5900,Mooring3,141.0548,141.0177,143.7857,0.1995
180deg,HL9,3,1.1700,2.5900,Mooring4,163.1465,163.1565,166.4524,0.1757
180deg,HL9,3,1.1700,2.5900,Mooring5,161.6187,161.6098,163.3678,0.2783
180deg,HL9,3,1.1700,2.5900,Mooring6,143.4626,143.6150,146.1044,0.1809
180deg,HL9,3,1.1700,2.5900,Mooring7,149.6704,149.8387,152.5301,0.1635
180deg,HL9,3,1.1700,2.5900,Mooring8,160.7317,160.8114,163.4018,0.3376
180deg,HL9,4,1.5000,2.9400,Mooring1,154.6745,154.5304,158.4773,0.6570
180deg,HL9,4,1.5000,2.9400,Mooring2,143.3895,143.2386,147.2030,0.5582
180deg,HL9,4,1.5000,2.9400,Mooring3,141.0154,140.9754,145.9125,0.7485
180deg,HL9,4,1.5000,2.9400,Mooring4,163.9623,164.0842,170.3161,0.7543
180deg,HL9,4,1.5000,2.9400,Mooring5,161.2315,161.1673,164.1811,0.4428
180deg,HL9,4,1.5000,2.9400,Mooring6,143.3873,143.4978,147.4109,0.2635
180deg,HL9,4,1.5000,2.9400,Mooring7,150.1597,150.3591,154.6113,0.5130
180deg,HL9,4,1.5000,2.9400,Mooring8,161.3930,161.5521,166.4637,0.8325
180deg,HL9,5,1.8300,3.2500,Mooring1,153.9314,151.8071,156.9484,0.3528
180deg,HL9,5,1.8300,3.2500,Mooring2,142.7934,141.5751,145.7798,0.2047
180deg,HL9,5,1.8300,3.2500,Mooring3,140.9652,141.3450,148.3695,1.1005
180deg,HL9,5,1.8300,3.2500,Mooring4,164.8498,167.8638,178.5374,2.1790
180deg,HL9,5,1.8300,3.2500,Mooring5,160.8033,159.2170,163.6015,0.3803
180deg,HL9,5,1.8300,3.2500,Mooring6,143.2790,141.5128,147.9786,0.5940
180deg,HL9,5,1.8300,3.2500,Mooring7,150.6604,150.9690,157.7570,1.0551
180deg,HL9,5,1.8300,3.2500,Mooring8,162.1116,163.9301,172.4642,2.0525
180deg,HL9,6,2.1700,3.5300,Mooring1,153.1065,144.1517,155.8608,0.3308
180deg,HL9,6,2.1700,3.5300,Mooring2,142.1243,137.8070,145.6259,0.2919
180deg,HL9,6,2.1700,3.5300,Mooring3,140.8941,143.6587,155.2797,1.9380
180deg,HL9,6,2.1700,3.5300,Mooring4,165.8492,179.1514,198.9584,4.4988
180deg,HL9,6,2.1700,3.5300,Mooring5,160.3238,153.5372,162.5569,0.2672
180deg,HL9,6,2.1700,3.5300,Mooring6,143.1082,135.6012,147.5102,0.6084
180deg,HL9,6,2.1700,3.5300,Mooring7,151.2019,152.3351,161.7726,1.3650
180deg,HL9,6,2.1700,3.5300,Mooring8,162.9012,170.6810,184.0562,2.9043
180deg,HL9,7,2.5000,3.8000,Mooring1,151.8172,131.6416,155.9063,0.6628
180deg,HL9,7,2.5000,3.8000,Mooring2,141.1312,132.5935,145.3099,0.4670
180deg,HL9,7,2.5000,3.8000,Mooring3,140.9200,149.0457,167.5862,4.2276
180deg,HL9,7,2.5000,3.8000,Mooring4,167.4406,198.4043,237.2652,9.2741
180deg,HL9,7,2.5000,3.8000,Mooring5,159.5799,144.1906,161.9968,0.2974
180deg,HL9,7,2.5000,3.8000,Mooring6,143.1548,126.7148,146.4806,0.4161
180deg,HL9,7,2.5000,3.8000,Mooring7,152.2854,155.1351,170.8143,3.2532
180deg,HL9,7,2.5000,3.8000,Mooring8,164.2381,182.1129,209.5476,6.6957
180deg,HL9,8,2.8300,4.0400,Mooring1,150.6440,117.0306,155.6426,0.9169
180deg,HL9,8,2.8300,4.0400,Mooring2,140.2320,126.9370,145.2898,1.0131
180deg,HL9,8,2.8300,4.0400,Mooring3,140.8707,156.4047,180.3099,4.9710
180deg,HL9,8,2.8300,4.0400,Mooring4,168.8987,221.7162,272.8774,11.7047
180deg,HL9,8,2.8300,4.0400,Mooring5,158.8459,133.0986,161.6379,0.3735
180deg,HL9,8,2.8300,4.0400,Mooring6,142.7405,116.9135,146.4845,0.7413
180deg,HL9,8,2.8300,4.0400,Mooring7,152.9009,159.0416,179.4529,4.2530
180deg,HL9,8,2.8300,4.0400,Mooring8,165.3275,195.9678,231.8189,8.9420
180deg,HL9,9,3.1700,4.2700,Mooring1,149.6782,107.4103,153.2387,0.9630
180deg,HL9,9,3.1700,4.2700,Mooring2,139.5612,123.1021,143.5806,1.1976
180deg,HL9,9,3.1700,4.2700,Mooring3,140.8614,161.3354,189.5608,5.9712
180deg,HL9,9,3.1700,4.2700,Mooring4,170.1730,237.2687,299.0530,14.9325
180deg,HL9,9,3.1700,4.2700,Mooring5,158.1723,125.7392,160.4743,0.5011
180deg,HL9,9,3.1700,4.2700,Mooring6,141.9691,110.7902,144.3686,0.3733
180deg,HL9,9,3.1700,4.2700,Mooring7,153.0482,162.0267,185.9506,4.7731
180deg,HL9,9,3.1700,4.2700,Mooring8,166.1260,205.3626,247.9663,10.3056
180deg,HL11,1,0.5000,1.8800,Mooring1,156.5692,156.5506,157.0938,0.0511
180deg,HL11,1,0.5000,1.8800,Mooring2,144.8938,144.8706,145.4909,0.0127
180deg,HL11,1,0.5000,1.8800,Mooring3,141.0707,141.0802,141.8044,0.0810
180deg,HL11,1,0.5000,1.8800,Mooring4,161.6267,161.6296,162.4861,0.1103
180deg,HL11,1,0.5000,1.8800,Mooring5,162.3117,162.3113,162.6799,0.0503
180deg,HL11,1,0.5000,1.8800,Mooring6,143.5088,143.6238,144.3161,0.0283
180deg,HL11,1,0.5000,1.8800,Mooring7,148.7114,148.8257,149.7830,0.0593
180deg,HL11,1,0.5000,1.8800,Mooring8,159.4886,159.5349,160.4141,0.1175
180deg,HL11,2,0.8300,2.4200,Mooring1,155.9891,155.9558,157.3113,0.1921
180deg,HL11,2,0.8300,2.4200,Mooring2,144.4447,144.3892,145.7381,0.0665
180deg,HL11,2,0.8300,2.4200,Mooring3,141.0732,141.0588,142.3960,0.0048
180deg,HL11,2,0.8300,2.4200,Mooring4,162.3507,162.3540,164.2374,0.1596
180deg,HL11,2,0.8300,2.4200,Mooring5,161.9858,161.9816,162.9646,0.1480
180deg,HL11,2,0.8300,2.4200,Mooring6,143.4970,143.6355,145.0715,0.0745
180deg,HL11,2,0.8300,2.4200,Mooring7,149.1800,149.3171,151.0955,0.1402
180deg,HL11,2,0.8300,2.4200,Mooring8,160.0810,160.1435,161.7238,0.1886
180deg,HL11,3,1.1700,2.8700,Mooring1,155.3597,155.2987,157.9114,0.4230
180deg,HL11,3,1.1700,2.8700,Mooring2,143.9428,143.8507,146.4607,0.3188
180deg,HL11,3,1.1700,2.8700,Mooring3,141.0548,141.0173,144.0708,0.4033
180deg,HL11,3,1.1700,2.8700,Mooring4,163.1263,163.1458,166.8419,0.3391
180deg,HL11,3,1.1700,2.8700,Mooring5,161.6190,161.6152,163.6032,0.3252
180deg,HL11,3,1.1700,2.8700,Mooring6,143.4631,143.6190,146.1755,0.2326
180deg,HL11,3,1.1700,2.8700,Mooring7,149.6599,149.8354,152.6866,0.2290
180deg,HL11,3,1.1700,2.8700,Mooring8,160.7190,160.8040,163.8556,0.4570
180deg,HL11,4,1.5000,3.2500,Mooring1,154.6877,154.4905,158.3899,0.6888
180deg,HL11,4,1.5000,3.2500,Mooring2,143.4000,143.2196,147.0233,0.4752
180deg,HL11,4,1.5000,3.2500,Mooring3,141.0154,140.9870,146.0324,0.8058
180deg,HL11,4,1.5000,3.2500,Mooring4,163.9322,164.1447,170.5921,1.0373
180deg,HL11,4,1.5000,3.2500,Mooring5,161.2417,161.1353,164.1853,0.4479
180deg,HL11,4,1.5000,3.2500,Mooring6,143.3876,143.4553,147.3387,0.2821
180deg,HL11,4,1.5000,3.2500,Mooring7,150.1492,150.3589,155.0495,0.5754
180deg,HL11,4,1.5000,3.2500,Mooring8,161.3711,161.5857,167.1457,1.1237
180deg,HL11,5,1.8300,3.5900,Mooring1,153.9537,151.8154,157.0069,0.2823
180deg,HL11,5,1.8300,3.5900,Mooring2,142.8045,141.5722,146.0520,0.2407
180deg,HL11,5,1.8300,3.5900,Mooring3,140.9650,141.3241,148.4207,1.0499
180deg,HL11,5,1.8300,3.5900,Mooring4,164.8295,167.8416,179.0530,2.7525
180deg,HL11,5,1.8300,3.5900,Mooring5,160.8136,159.2231,163.5816,0.3676
180deg,HL11,5,1.8300,3.5900,Mooring6,143.2794,141.5019,147.9166,0.4940
180deg,HL11,5,1.8300,3.5900,Mooring7,150.6499,150.9577,157.6764,0.9721
180deg,HL11,5,1.8300,3.5900,Mooring8,162.0898,163.9162,172.4435,2.0560
180deg,HL11,6,2.1700,3.9100,Mooring1,153.1192,143.7362,156.1898,0.3460
180deg,HL11,6,2.1700,3.9100,Mooring2,142.1348,137.5829,145.8654,0.4159
180deg,HL11,6,2.1700,3.9100,Mooring3,140.8942,143.7184,154.9421,2.0903
180deg,HL11,6,2.1700,3.9100,Mooring4,165.8288,179.7263,199.9458,4.9382
180deg,HL11,6,2.1700,3.9100,Mooring5,160.3243,153.2243,162.4635,0.2099
180deg,HL11,6,2.1700,3.9100,Mooring6,143.1184,135.1856,147.4157,0.5691
180deg,HL11,6,2.1700,3.9100,Mooring7,151.1914,152.3355,160.9822,1.0760
180deg,HL11,6,2.1700,3.9100,Mooring8,162.8799,171.0081,183.7592,2.5383
180deg,HL11,7,2.5000,4.2000,Mooring1,151.8289,129.9935,155.5869,0.6096
180deg,HL11,7,2.5000,4.2000,Mooring2,141.1418,131.9585,145.4343,0.4897
180deg,HL11,7,2.5000,4.2000,Mooring3,140.9200,149.8153,166.8813,3.3733
180deg,HL11,7,2.5000,4.2000,Mooring4,167.4204,200.9890,237.0250,7.8777
180deg,HL11,7,2.5000,4.2000,Mooring5,159.5901,142.9350,161.7944,0.2565
180deg,HL11,7,2.5000,4.2000,Mooring6,143.1552,125.4748,146.3893,0.3861
180deg,HL11,7,2.5000,4.2000,Mooring7,152.2753,155.4673,170.6121,2.7192
180deg,HL11,7,2.5000,4.2000,Mooring8,164.2264,183.6211,208.9616,5.4567
180deg,HL11,8,2.8300,4.4700,Mooring1,150.6531,115.9068,153.9656,0.6060
180deg,HL11,8,2.8300,4.4700,Mooring2,140.2323,126.3884,144.3555,0.8472
180deg,HL11,8,2.8300,4.4700,Mooring3,140.8707,156.6916,177.5375,3.7281
180deg,HL11,8,2.8300,4.4700,Mooring4,168.8985,223.3550,266.0492,9.3548
180deg,HL11,8,2.8300,4.4700,Mooring5,158.8459,132.2445,160.9051,0.1924
180deg,HL11,8,2.8300,4.4700,Mooring6,142.7405,115.8979,145.0201,0.3337
180deg,HL11,8,2.8300,4.4700,Mooring7,152.9009,159.1354,177.5896,3.1284
180deg,HL11,8,2.8300,4.4700,Mooring8,165.3275,196.9086,227.3786,6.5944
180deg,HL11,9,3.1700,4.7200,Mooring1,149.6548,107.3482,155.1465,1.5083
180deg,HL11,9,3.1700,4.7200,Mooring2,139.5402,122.9686,143.6337,1.1957
180deg,HL11,9,3.1700,4.7200,Mooring3,140.8614,161.1019,183.3885,3.2053
180deg,HL11,9,3.1700,4.7200,Mooring4,170.2136,237.2180,283.0746,7.7184
180deg,HL11,9,3.1700,4.7200,Mooring5,158.1619,125.7037,161.4615,0.8212
180deg,HL11,9,3.1700,4.7200,Mooring6,141.9487,110.5738,144.5011,0.6739
180deg,HL11,9,3.1700,4.7200,Mooring7,153.0587,161.9298,182.8343,2.8380
180deg,HL11,9,3.1700,4.7200,Mooring8,166.1488,205.3319,238.3947,5.5607
180deg,HL13,1,0.5000,2.0400,Mooring1,156.5697,156.5513,157.1128,0.0683
180deg,HL13,1,0.5000,2.0400,Mooring2,144.8944,144.8705,145.4945,0.0135
180deg,HL13,1,0.5000,2.0400,Mooring3,141.0707,141.0794,141.7998,0.0809
180deg,HL13,1,0.5000,2.0400,Mooring4,161.6264,161.6282,162.5010,0.1109
180deg,HL13,1,0.5000,2.0400,Mooring5,162.3119,162.3120,162.7086,0.0564
180deg,HL13,1,0.5000,2.0400,Mooring6,143.5088,143.6248,144.2916,0.0096
180deg,HL13,1,0.5000,2.0400,Mooring7,148.7110,148.8260,149.7982,0.0643
180deg,HL13,1,0.5000,2.0400,Mooring8,159.4785,159.5343,160.4041,0.1128
180deg,HL13,2,0.8300,2.6300,Mooring1,155.9992,155.9592,157.3956,0.2299
180deg,HL13,2,0.8300,2.6300,Mooring2,144.4549,144.3913,145.8088,0.1035
180deg,HL13,2,0.8300,2.6300,Mooring3,141.0732,141.0584,142.5101,0.0647
180deg,HL13,2,0.8300,2.6300,Mooring4,162.3406,162.3493,164.1646,0.1224
180deg,HL13,2,0.8300,2.6300,Mooring5,161.9859,161.9840,162.9776,0.1413
180deg,HL13,2,0.8300,2.6300,Mooring6,143.4970,143.6374,145.0906,0.0936
180deg,HL13,2,0.8300,2.6300,Mooring7,149.1700,149.3158,151.0686,0.1149
180deg,HL13,2,0.8300,2.6300,Mooring8,160.0703,160.1403,161.6938,0.2150
180deg,HL13,3,1.1700,3.1200,Mooring1,155.3618,155.3036,157.9214,0.4485
180deg,HL13,3,1.1700,3.1200,Mooring2,143.9437,143.8544,146.4450,0.2933
180deg,HL13,3,1.1700,3.1200,Mooring3,141.0548,141.0174,144.1731,0.4843
180deg,HL13,3,1.1700,3.1200,Mooring4,163.1158,163.1396,167.0979,0.4960
180deg,HL13,3,1.1700,3.1200,Mooring5,161.6290,161.6183,163.6947,0.3605
180deg,HL13,3,1.1700,3.1200,Mooring6,143.4633,143.6214,146.2352,0.2395
180deg,HL13,3,1.1700,3.1200,Mooring7,149.6593,149.8337,153.0282,0.3392
180deg,HL13,3,1.1700,3.1200,Mooring8,160.7078,160.7997,164.3325,0.6487
180deg,HL13,4,1.5000,3.5300,Mooring1,154.6989,154.4761,158.2475,0.6180
180deg,HL13,4,1.5000,3.5300,Mooring2,143.4103,143.2128,146.7290,0.3803
180deg,HL13,4,1.5000,3.5300,Mooring3,141.0251,140.9899,146.0668,0.8073
180deg,HL13,4,1.5000,3.5300,Mooring4,163.9318,164.1662,170.9908,1.2552
180deg,HL13,4,1.5000,3.5300,Mooring5,161.2419,161.1235,164.1517,0.4322
180deg,HL13,4,1.5000,3.5300,Mooring6,143.3876,143.4385,147.4187,0.2469
180deg,HL13,4,1.5000,3.5300,Mooring7,150.1391,150.3601,155.0937,0.5783
180deg,HL13,4,1.5000,3.5300,Mooring8,161.3600,161.5984,167.3660,1.1880
180deg,HL13,5,1.8300,3.9100,Mooring1,153.9649,151.6735,156.8995,0.1479
180deg,HL13,5,1.8300,3.9100,Mooring2,142.8143,141.4789,146.0352,0.2062
180deg,HL13,5,1.8300,3.9100,Mooring3,140.9652,141.3124,148.1165,0.9209
180deg,HL13,5,1.8300,3.9100,Mooring4,164.8192,168.0254,179.8149,2.8659
180deg,HL13,5,1.8300,3.9100,Mooring5,160.8137,159.1140,163.3996,0.3018
180deg,HL13,5,1.8300,3.9100,Mooring6,143.2797,141.3306,147.9543,0.5930
180deg,HL13,5,1.8300,3.9100,Mooring7,150.6493,150.9411,157.1288,0.7224
180deg,HL13,5,1.8300,3.9100,Mooring8,162.0791,164.0194,172.1121,1.6385
180deg,HL13,6,2.1700,4.2500,Mooring1,153.1288,142.7285,156.3482,0.3206
180deg,HL13,6,2.1700,4.2500,Mooring2,142.1352,137.1057,145.8066,0.3931
180deg,HL13,6,2.1700,4.2500,Mooring3,140.8945,144.0055,153.8171,1.4643
180deg,HL13,6,2.1700,4.2500,Mooring4,165.8188,181.2007,200.9018,4.2089
180deg,HL13,6,2.1700,4.2500,Mooring5,160.3342,152.4624,162.2795,0.1753
180deg,HL13,6,2.1700,4.2500,Mooring6,143.1184,134.2896,147.2572,0.4545
180deg,HL13,6,2.1700,4.2500,Mooring7,151.1912,152.4233,160.4127,0.6164
180deg,HL13,6,2.1700,4.2500,Mooring8,162.8789,171.8587,184.1961,1.8762
180deg,HL13,7,2.5000,4.5600,Mooring1,151.8279,127.4259,155.5326,0.5337
180deg,HL13,7,2.5000,4.5600,Mooring2,141.1318,130.9134,145.9313,0.8895
180deg,HL13,7,2.5000,4.5600,Mooring3,140.9200,150.9039,166.2179,2.3107
180deg,HL13,7,2.5000,4.5600,Mooring4,167.4304,204.9518,236.6965,4.8880
180deg,HL13,7,2.5000,4.5600,Mooring5,159.5801,140.9825,161.6078,0.2191
180deg,HL13,7,2.5000,4.5600,Mooring6,143.1552,123.4659,146.2936,0.6288
180deg,HL13,7,2.5000,4.5600,Mooring7,152.2756,155.9085,169.6478,1.9572
180deg,HL13,7,2.5000,4.5600,Mooring8,164.2366,185.9177,208.2796,3.6741
180deg,HL13,8,2.8300,4.8600,Mooring1,150.6196,115.0366,156.9094,2.4041
180deg,HL13,8,2.8300,4.8600,Mooring2,140.2113,125.9425,144.5429,0.9692
180deg,HL13,8,2.8300,4.8600,Mooring3,140.8708,156.8566,173.9277,2.1551
180deg,HL13,8,2.8300,4.8600,Mooring4,168.9392,224.5942,256.2426,3.6106
180deg,HL13,8,2.8300,4.8600,Mooring5,158.8354,131.5850,162.5862,1.5399
180deg,HL13,8,2.8300,4.8600,Mooring6,142.7296,115.0784,144.2738,0.4254
180deg,HL13,8,2.8300,4.8600,Mooring7,152.9114,159.1991,175.4663,1.5740
180deg,HL13,8,2.8300,4.8600,Mooring8,165.3514,197.6261,221.3235,2.6071
180deg,HL13,9,3.1700,5.1300,Mooring1,149.5848,107.0553,156.8958,2.6611
180deg,HL13,9,3.1700,5.1300,Mooring2,139.4881,122.8674,144.4782,1.8890
180deg,HL13,9,3.1700,5.1300,Mooring3,140.8611,161.2161,183.3786,3.4402
180deg,HL13,9,3.1700,5.1300,Mooring4,170.2953,237.6740,282.4131,7.4175
180deg,HL13,9,3.1700,5.1300,Mooring5,158.1112,125.4825,162.6945,1.6455
180deg,HL13,9,3.1700,5.1300,Mooring6,141.9163,110.3662,143.8138,0.7694
180deg,HL13,9,3.1700,5.1300,Mooring7,153.0895,162.0661,182.8507,1.7157
180deg,HL13,9,3.1700,5.1300,Mooring8,166.2077,205.6303,238.5106,4.3129
180deg,HL15,1,0.5000,2.1900,Mooring1,156.5713,156.5515,157.1434,0.0711
180deg,HL15,1,0.5000,2.1900,Mooring2,144.8944,144.8704,145.4965,0.0158
180deg,HL15,1,0.5000,2.1900,Mooring3,141.0707,141.0792,141.7952,0.0705
180deg,HL15,1,0.5000,2.1900,Mooring4,161.6165,161.6277,162.4756,0.0890
180deg,HL15,1,0.5000,2.1900,Mooring5,162.3119,162.3123,162.7225,0.0577
180deg,HL15,1,0.5000,2.1900,Mooring6,143.5091,143.6255,144.2926,0.0114
180deg,HL15,1,0.5000,2.1900,Mooring7,148.7110,148.8263,149.8075,0.0759
180deg,HL15,1,0.5000,2.1900,Mooring8,159.4780,159.5341,160.3923,0.1133
180deg,HL15,2,0.8300,2.8300,Mooring1,156.0008,155.9618,157.4349,0.2461
180deg,HL15,2,0.8300,2.8300,Mooring2,144.4552,144.3932,145.8528,0.1130
180deg,HL15,2,0.8300,2.8300,Mooring3,141.0732,141.0583,142.6078,0.1352
180deg,HL15,2,0.8300,2.8300,Mooring4,162.3305,162.3459,164.1831,0.1507
180deg,HL15,2,0.8300,2.8300,Mooring5,161.9960,161.9857,163.0513,0.1573
180deg,HL15,2,0.8300,2.8300,Mooring6,143.4973,143.6385,145.0966,0.1067
180deg,HL15,2,0.8300,2.8300,Mooring7,149.1695,149.3146,151.0959,0.0933
180deg,HL15,2,0.8300,2.8300,Mooring8,160.0688,160.1379,161.9241,0.2844
180deg,HL15,3,1.1700,3.3500,Mooring1,155.3724,155.3061,158.0108,0.4694
180deg,HL15,3,1.1700,3.3500,Mooring2,143.9537,143.8564,146.4205,0.2682
180deg,HL15,3,1.1700,3.3500,Mooring3,141.0549,141.0176,144.2570,0.5301
180deg,HL15,3,1.1700,3.3500,Mooring4,163.1058,163.1367,167.2259,0.5756
180deg,HL15,3,1.1700,3.3500,Mooring5,161.6292,161.6199,163.8159,0.3964
180deg,HL15,3,1.1700,3.3500,Mooring6,143.4636,143.6226,146.2035,0.1863
180deg,HL15,3,1.1700,3.3500,Mooring7,149.6590,149.8337,153.0762,0.3550
180deg,HL15,3,1.1700,3.3500,Mooring8,160.6977,160.7980,164.4069,0.6815
180deg,HL15,4,1.5000,3.8000,Mooring1,154.6999,154.4847,158.5000,0.5392
180deg,HL15,4,1.5000,3.8000,Mooring2,143.4205,143.2185,146.6154,0.2330
180deg,HL15,4,1.5000,3.8000,Mooring3,141.0253,140.9869,145.9361,0.6833
180deg,HL15,4,1.5000,3.8000,Mooring4,163.9218,164.1540,170.9185,1.1262
180deg,HL15,4,1.5000,3.8000,Mooring5,161.2517,161.1296,164.1633,0.3469
180deg,HL15,4,1.5000,3.8000,Mooring6,143.3975,143.4444,147.5571,0.2591
180deg,HL15,4,1.5000,3.8000,Mooring7,150.1389,150.3631,154.9231,0.5162
180deg,HL15,4,1.5000,3.8000,Mooring8,161.3590,161.5929,167.2387,1.0770
180deg,HL15,5,1.8300,4.2000,Mooring1,153.9654,151.3708,157.0646,0.1755
180deg,HL15,5,1.8300,4.2000,Mooring2,142.8147,141.2893,146.0521,0.1001
180deg,HL15,5,1.8300,4.2000,Mooring3,140.9652,141.3114,147.6099,0.7950
180deg,HL15,5,1.8300,4.2000,Mooring4,164.8092,168.4305,179.9088,2.7581
180deg,HL15,5,1.8300,4.2000,Mooring5,160.8236,158.8811,163.5348,0.3880
180deg,HL15,5,1.8300,4.2000,Mooring6,143.2797,140.9855,147.5208,0.5820
180deg,HL15,5,1.8300,4.2000,Mooring7,150.6493,150.9167,156.7932,0.5265
180deg,HL15,5,1.8300,4.2000,Mooring8,162.0781,164.2473,171.7382,1.2716
180deg,HL15,6,2.1700,4.5600,Mooring1,153.1283,141.2864,156.7735,0.5942
180deg,HL15,6,2.1700,4.5600,Mooring2,142.1351,136.3827,146.3348,0.7322
180deg,HL15,6,2.1700,4.5600,Mooring3,140.8945,144.3358,154.8468,1.3972
180deg,HL15,6,2.1700,4.5600,Mooring4,165.8288,183.2613,203.9247,3.4931
180deg,HL15,6,2.1700,4.5600,Mooring5,160.3341,151.3761,162.4103,0.2276
180deg,HL15,6,2.1700,4.5600,Mooring6,143.1184,132.9504,146.9473,0.7067
180deg,HL15,6,2.1700,4.5600,Mooring7,151.1914,152.4931,160.6230,0.7343
180deg,HL15,6,2.1700,4.5600,Mooring8,162.8794,173.0384,184.9583,1.1472
180deg,HL15,7,2.5000,4.9000,Mooring1,151.8056,124.3226,157.3843,1.6666
180deg,HL15,7,2.5000,4.9000,Mooring2,141.1211,129.6779,144.9725,0.5262
180deg,HL15,7,2.5000,4.9000,Mooring3,140.9203,152.2805,166.7167,1.8905
180deg,HL15,7,2.5000,4.9000,Mooring4,167.4508,209.7842,237.9304,4.0114
180deg,HL15,7,2.5000,4.9000,Mooring5,159.5699,138.6169,162.9274,1.3681
180deg,HL15,7,2.5000,4.9000,Mooring6,143.1450,121.0828,144.5375,0.3008
180deg,HL15,7,2.5000,4.9000,Mooring7,152.2957,156.4906,170.5623,1.6142
