heading,line,cond_num,Hs,Tp,elem,static_kN,dyn_mean_kN,dyn_max_kN,dyn_std_kN
45deg,HL11,9,3.1700,4.7200,Fender2,354.5092,367.1639,1433.4476,53.0703
45deg,HL11,9,3.1700,4.7200,Fender3,332.7612,339.5654,1353.8165,48.4813
45deg,HL11,9,3.1700,4.7200,Fender4,311.0787,311.9497,1257.9634,39.0130
45deg,HL11,9,3.1700,4.7200,Fender5,289.4567,284.4544,1183.2828,37.8002
45deg,HL11,9,3.1700,4.7200,Fender6,267.9200,257.3256,1108.1826,31.8102
45deg,HL13,1,0.5000,2.0400,Fender1,157.9773,158.0363,191.5648,7.0568
45deg,HL13,1,0.5000,2.0400,Fender2,153.9396,154.0515,184.9211,6.5163
45deg,HL13,1,0.5000,2.0400,Fender3,149.9150,150.0704,178.2893,5.9764
45deg,HL13,1,0.5000,2.0400,Fender4,145.8836,146.0935,171.6720,5.4534
45deg,HL13,1,0.5000,2.0400,Fender5,141.8558,142.1210,165.0683,4.8975
45deg,HL13,1,0.5000,2.0400,Fender6,137.1791,137.4812,158.0283,4.3487
45deg,HL13,2,0.8300,2.6300,Fender1,173.2692,173.3490,245.5703,7.8918
45deg,HL13,2,0.8300,2.6300,Fender2,167.6613,167.8566,234.1792,7.1238
45deg,HL13,2,0.8300,2.6300,Fender3,162.0566,162.3677,222.8829,6.3803
45deg,HL13,2,0.8300,2.6300,Fender4,156.4550,156.8832,211.6671,5.6579
45deg,HL13,2,0.8300,2.6300,Fender5,150.8574,151.4033,200.5370,4.9581
45deg,HL13,2,0.8300,2.6300,Fender6,145.2631,145.9285,189.4979,4.2342
45deg,HL13,3,1.1700,3.1200,Fender1,192.8601,192.8542,346.5487,15.0166
45deg,HL13,3,1.1700,3.1200,Fender2,185.3981,185.5910,326.1255,13.4266
45deg,HL13,3,1.1700,3.1200,Fender3,177.9496,178.3322,306.5400,11.9735
45deg,HL13,3,1.1700,3.1200,Fender4,170.4945,171.0790,287.0790,10.5029
45deg,HL13,3,1.1700,3.1200,Fender5,163.0437,163.8322,267.7421,9.0246
45deg,HL13,3,1.1700,3.1200,Fender6,155.6073,156.5923,248.8220,7.3895
45deg,HL13,4,1.5000,3.5300,Fender1,215.0306,215.3746,506.6873,33.3296
45deg,HL13,4,1.5000,3.5300,Fender2,205.5860,206.1687,466.1400,30.3295
45deg,HL13,4,1.5000,3.5300,Fender3,196.1378,196.9542,426.9782,25.5740
45deg,HL13,4,1.5000,3.5300,Fender4,186.7041,187.7254,398.4733,23.4945
45deg,HL13,4,1.5000,3.5300,Fender5,177.2771,178.4986,370.6479,21.6544
45deg,HL13,4,1.5000,3.5300,Fender6,167.8574,169.2365,343.1067,19.1725
45deg,HL13,5,1.8300,3.9100,Fender1,240.6358,242.5231,703.6920,43.7082
45deg,HL13,5,1.8300,3.9100,Fender2,229.0281,230.8528,650.8531,37.9638
45deg,HL13,5,1.8300,3.9100,Fender3,217.4304,219.1066,607.1875,35.9384
45deg,HL13,5,1.8300,3.9100,Fender4,205.8502,207.2780,556.2083,29.3758
45deg,HL13,5,1.8300,3.9100,Fender5,194.2716,195.4234,505.1625,23.2980
45deg,HL13,5,1.8300,3.9100,Fender6,182.7045,183.5129,459.2319,21.3647
45deg,HL13,6,2.1700,4.2500,Fender1,270.1923,276.0163,935.8163,70.7091
45deg,HL13,6,2.1700,4.2500,Fender2,256.2328,260.6254,855.5417,58.1034
45deg,HL13,6,2.1700,4.2500,Fender3,242.2847,245.1836,778.5864,50.1453
45deg,HL13,6,2.1700,4.2500,Fender4,228.3449,229.6951,699.8375,38.8854
45deg,HL13,6,2.1700,4.2500,Fender5,214.4350,214.2320,623.2275,27.1399
45deg,HL13,6,2.1700,4.2500,Fender6,200.5479,198.8547,558.3329,23.3740
45deg,HL13,7,2.5000,4.5600,Fender1,301.6766,313.3638,1119.3131,61.7911
45deg,HL13,7,2.5000,4.5600,Fender2,285.4078,293.6645,1059.1956,59.5231
45deg,HL13,7,2.5000,4.5600,Fender3,269.1685,273.8620,1014.4243,70.9976
45deg,HL13,7,2.5000,4.5600,Fender4,252.9431,253.9871,970.3701,77.9055
45deg,HL13,7,2.5000,4.5600,Fender5,236.7459,234.1501,880.6164,67.7103
45deg,HL13,7,2.5000,4.5600,Fender6,220.5937,214.6054,776.7809,47.0246
45deg,HL13,8,2.8300,4.8600,Fender1,337.4757,352.3983,1252.6263,27.2208
45deg,HL13,8,2.8300,4.8600,Fender2,318.6912,328.9754,1181.4072,18.5653
45deg,HL13,8,2.8300,4.8600,Fender3,299.9396,305.4749,1123.4574,21.4838
45deg,HL13,8,2.8300,4.8600,Fender4,281.2263,282.0074,1053.1337,17.8011
45deg,HL13,8,2.8300,4.8600,Fender5,262.5608,258.7824,1001.7468,16.9591
45deg,HL13,8,2.8300,4.8600,Fender6,243.9518,235.9455,930.2319,21.6022
45deg,HL13,9,3.1700,5.1300,Fender1,377.6033,396.7317,1528.3439,52.4107
45deg,HL13,9,3.1700,5.1300,Fender2,356.0680,369.0935,1496.1659,69.3486
45deg,HL13,9,3.1700,5.1300,Fender3,334.5806,341.3939,1464.7892,89.7363
45deg,HL13,9,3.1700,5.1300,Fender4,313.1457,313.6765,1378.8374,83.1861
45deg,HL13,9,3.1700,5.1300,Fender5,291.7779,286.2678,1289.3094,74.8013
45deg,HL13,9,3.1700,5.1300,Fender6,270.4906,259.3848,1196.7953,69.2104
45deg,HL15,1,0.5000,2.1900,Fender1,158.0517,158.0790,189.0705,6.1319
45deg,HL15,1,0.5000,2.1900,Fender2,154.0042,154.0906,182.4889,5.7316
45deg,HL15,1,0.5000,2.1900,Fender3,149.9691,150.1058,175.9305,5.3351
45deg,HL15,1,0.5000,2.1900,Fender4,145.9181,146.1252,169.4002,4.9371
45deg,HL15,1,0.5000,2.1900,Fender5,141.8901,142.1491,162.9327,4.4745
45deg,HL15,1,0.5000,2.1900,Fender6,137.2105,137.5124,156.1155,3.9969
45deg,HL15,2,0.8300,2.8300,Fender1,173.4094,173.4398,244.9099,4.4364
45deg,HL15,2,0.8300,2.8300,Fender2,167.7814,167.9352,233.2305,3.8219
45deg,HL15,2,0.8300,2.8300,Fender3,162.1564,162.4343,221.6178,3.1888
45deg,HL15,2,0.8300,2.8300,Fender4,156.5445,156.9376,210.0627,2.5529
45deg,HL15,2,0.8300,2.8300,Fender5,150.9266,151.4457,198.6492,1.9400
45deg,HL15,2,0.8300,2.8300,Fender6,145.3127,145.9587,187.8645,1.3757
45deg,HL15,3,1.1700,3.3500,Fender1,192.9110,192.9480,359.1125,19.8177
45deg,HL15,3,1.1700,3.3500,Fender2,185.4421,185.6760,337.4904,17.8042
45deg,HL15,3,1.1700,3.3500,Fender3,177.9758,178.4087,316.0696,15.8471
45deg,HL15,3,1.1700,3.3500,Fender4,170.5039,171.1471,294.8635,13.9683
45deg,HL15,3,1.1700,3.3500,Fender5,163.0460,163.8922,273.9646,12.1862
45deg,HL15,3,1.1700,3.3500,Fender6,155.5841,156.6445,256.0253,10.7027
45deg,HL15,4,1.5000,3.8000,Fender1,215.1691,215.5043,499.2744,23.5312
45deg,HL15,4,1.5000,3.8000,Fender2,205.7242,206.2989,464.5857,21.5868
45deg,HL15,4,1.5000,3.8000,Fender3,196.2944,197.1015,432.0522,21.1252
45deg,HL15,4,1.5000,3.8000,Fender4,186.8698,187.9151,399.8811,21.0717
45deg,HL15,4,1.5000,3.8000,Fender5,177.4416,178.7146,367.6263,21.1762
45deg,HL15,4,1.5000,3.8000,Fender6,168.0293,169.4495,337.8148,21.4423
45deg,HL15,5,1.8300,4.2000,Fender1,240.7602,243.0509,698.2036,45.7851
45deg,HL15,5,1.8300,4.2000,Fender2,229.1919,231.3130,649.5883,41.2157
45deg,HL15,5,1.8300,4.2000,Fender3,217.6315,219.4580,598.0367,35.4708
45deg,HL15,5,1.8300,4.2000,Fender4,206.0793,207.4858,542.6566,32.8557
45deg,HL15,5,1.8300,4.2000,Fender5,194.5387,195.5614,489.3711,28.2330
45deg,HL15,5,1.8300,4.2000,Fender6,183.0085,183.6717,442.8165,22.5156
45deg,HL15,6,2.1700,4.5600,Fender1,270.3855,277.0453,883.4832,52.6736
45deg,HL15,6,2.1700,4.5600,Fender2,256.5530,261.4730,824.4655,49.7021
45deg,HL15,6,2.1700,4.5600,Fender3,242.7228,245.7020,763.2706,44.4347
45deg,HL15,6,2.1700,4.5600,Fender4,228.9187,229.8945,687.9161,35.4809
45deg,HL15,6,2.1700,4.5600,Fender5,215.1337,214.1999,627.0321,28.6558
45deg,HL15,6,2.1700,4.5600,Fender6,201.3711,198.7285,571.9591,23.8445
45deg,HL15,7,2.5000,4.9000,Fender1,302.1557,314.8095,1063.8604,18.0947
45deg,HL15,7,2.5000,4.9000,Fender2,286.0734,294.7943,1022.6479,17.6422
45deg,HL15,7,2.5000,4.9000,Fender3,270.0003,274.7753,968.5717,19.5900
45deg,HL15,7,2.5000,4.9000,Fender4,253.9500,254.7737,902.6595,25.6235
45deg,HL15,7,2.5000,4.9000,Fender5,237.9270,234.9339,829.9149,25.9930
45deg,HL15,7,2.5000,4.9000,Fender6,221.9467,215.5094,756.3708,31.2794
45deg,HL15,8,2.8300,5.2200,Fender1,338.5507,354.8948,1361.5179,79.8990
45deg,HL15,8,2.8300,5.2200,Fender2,319.9130,330.9255,1294.9523,75.3854
45deg,HL15,8,2.8300,5.2200,Fender3,301.3255,306.9522,1229.1620,68.6739
45deg,HL15,8,2.8300,5.2200,Fender4,282.7655,283.0306,1164.1379,68.7026
45deg,HL15,8,2.8300,5.2200,Fender5,264.2515,259.5310,1095.6504,68.6091
45deg,HL15,8,2.8300,5.2200,Fender6,245.7932,236.5280,1017.3539,68.0857
45deg,HL15,9,3.1700,5.5200,Fender1,379.4319,400.2622,1602.9811,104.7305
45deg,HL15,9,3.1700,5.5200,Fender2,358.1312,372.1406,1564.1218,117.8314
45deg,HL15,9,3.1700,5.5200,Fender3,336.8866,344.1370,1524.4974,125.6216
45deg,HL15,9,3.1700,5.5200,Fender4,315.6827,316.2152,1481.2965,129.7401
45deg,HL15,9,3.1700,5.5200,Fender5,294.5526,288.8613,1421.9800,126.4634
45deg,HL15,9,3.1700,5.5200,Fender6,273.4909,262.1938,1319.9031,103.0501
45deg,HL17,1,0.5000,2.3300,Fender1,158.1066,158.1131,188.7735,5.5588
45deg,HL17,1,0.5000,2.3300,Fender2,154.0589,154.1214,182.1885,5.1627
45deg,HL17,1,0.5000,2.3300,Fender3,150.0044,150.1333,175.6318,4.7111
45deg,HL17,1,0.5000,2.3300,Fender4,145.9531,146.1494,169.1035,4.2672
45deg,HL17,1,0.5000,2.3300,Fender5,141.9153,142.1701,162.6044,3.8326
45deg,HL17,1,0.5000,2.3300,Fender6,137.2321,137.5365,155.6902,3.4237
45deg,HL17,2,0.8300,3.0100,Fender1,173.5025,173.4974,248.1491,6.6168
45deg,HL17,2,0.8300,3.0100,Fender2,167.8644,167.9851,236.0672,5.7554
45deg,HL17,2,0.8300,3.0100,Fender3,162.2288,162.4765,224.0808,4.8949
45deg,HL17,2,0.8300,3.0100,Fender4,156.5969,156.9721,212.3453,4.1133
45deg,HL17,2,0.8300,3.0100,Fender5,150.9689,151.4726,201.5903,3.3881
45deg,HL17,2,0.8300,3.0100,Fender6,145.3454,145.9780,191.0143,2.6784
45deg,HL17,3,1.1700,3.5600,Fender1,193.0096,193.0228,370.0487,22.3715
45deg,HL17,3,1.1700,3.5600,Fender2,185.5296,185.7493,343.8750,19.7987
45deg,HL17,3,1.1700,3.5600,Fender3,178.0532,178.4810,318.4230,17.6042
45deg,HL17,3,1.1700,3.5600,Fender4,170.5807,171.2191,293.9483,15.1114
45deg,HL17,3,1.1700,3.5600,Fender5,163.1223,163.9643,274.2891,12.5535
45deg,HL17,3,1.1700,3.5600,Fender6,155.6594,156.7174,256.0454,11.0633
45deg,HL17,4,1.5000,4.0400,Fender1,215.2537,215.6595,491.3146,15.3323
45deg,HL17,4,1.5000,4.0400,Fender2,205.8288,206.4780,462.5557,17.0109
45deg,HL17,4,1.5000,4.0400,Fender3,196.4077,197.2772,433.9655,18.7546
45deg,HL17,4,1.5000,4.0400,Fender4,186.9921,188.0632,405.5528,19.5370
45deg,HL17,4,1.5000,4.0400,Fender5,177.5727,178.8375,377.3380,16.8420
45deg,HL17,4,1.5000,4.0400,Fender6,168.1801,169.4911,348.7442,14.0915
45deg,HL17,5,1.8300,4.4700,Fender1,240.8729,243.2705,669.0836,32.2336
45deg,HL17,5,1.8300,4.4700,Fender2,229.3733,231.6609,622.5427,31.6536
45deg,HL17,5,1.8300,4.4700,Fender3,217.8810,219.8349,576.2443,32.6922
45deg,HL17,5,1.8300,4.4700,Fender4,206.4072,207.9378,529.7672,26.4895
45deg,HL17,5,1.8300,4.4700,Fender5,194.9341,196.0137,483.6768,20.3570
45deg,HL17,5,1.8300,4.4700,Fender6,183.4730,184.2170,447.1607,17.8994
45deg,HL17,6,2.1700,4.8600,Fender1,270.6887,278.5113,891.4188,27.9965
45deg,HL17,6,2.1700,4.8600,Fender2,256.9733,262.5580,834.0695,26.3295
45deg,HL17,6,2.1700,4.8600,Fender3,243.2713,246.4045,777.6281,25.9636
45deg,HL17,6,2.1700,4.8600,Fender4,229.5839,230.2892,721.0073,29.4940
45deg,HL17,6,2.1700,4.8600,Fender5,215.9250,214.3985,664.8237,29.4339
45deg,HL17,6,2.1700,4.8600,Fender6,202.2786,198.7278,605.5776,29.1032
45deg,HL17,7,2.5000,5.2200,Fender1,302.9274,317.0231,1117.0791,43.1353
45deg,HL17,7,2.5000,5.2200,Fender2,286.9439,296.4331,1071.6404,42.1557
45deg,HL17,7,2.5000,5.2200,Fender3,270.9687,275.8607,1027.0221,49.6902
45deg,HL17,7,2.5000,5.2200,Fender4,255.0251,255.3693,974.7672,59.6992
45deg,HL17,7,2.5000,5.2200,Fender5,239.1085,235.2595,899.1479,62.3127
45deg,HL17,7,2.5000,5.2200,Fender6,223.2236,215.6215,821.7321,52.1341
45deg,HL17,8,2.8300,5.5500,Fender1,339.8106,357.6878,1453.8309,118.8252
45deg,HL17,8,2.8300,5.5500,Fender2,321.3588,333.2248,1384.4861,111.1439
45deg,HL17,8,2.8300,5.5500,Fender3,302.9381,308.9930,1312.8926,101.3871
45deg,HL17,8,2.8300,5.5500,Fender4,284.5631,284.8862,1229.8856,85.4909
45deg,HL17,8,2.8300,5.5500,Fender5,266.2231,261.3881,1158.6993,84.3297
45deg,HL17,8,2.8300,5.5500,Fender6,247.9463,238.5466,1074.8184,84.8064
45deg,HL17,9,3.1700,5.8700,Fender1,379.6751,400.4858,1591.0847,94.3006
45deg,HL17,9,3.1700,5.8700,Fender2,358.4256,372.4428,1551.1719,112.9158
45deg,HL17,9,3.1700,5.8700,Fender3,337.2290,344.4796,1512.7992,128.9803
45deg,HL17,9,3.1700,5.8700,Fender4,316.0738,316.6537,1477.8153,134.4339
45deg,HL17,9,3.1700,5.8700,Fender5,294.9825,289.4286,1409.7522,122.4960
45deg,HL17,9,3.1700,5.8700,Fender6,273.9677,262.8210,1295.4231,91.0323
45deg,HL19,1,0.5000,2.4700,Fender1,158.1626,158.1453,187.3840,4.4741
45deg,HL19,1,0.5000,2.4700,Fender2,154.1050,154.1501,181.0032,4.1681
45deg,HL19,1,0.5000,2.4700,Fender3,150.0501,150.1585,174.6366,3.8628
45deg,HL19,1,0.5000,2.4700,Fender4,145.9891,146.1710,168.2897,3.5002
45deg,HL19,1,0.5000,2.4700,Fender5,141.9412,142.1881,161.9569,3.0516
45deg,HL19,1,0.5000,2.4700,Fender6,137.2635,137.5561,155.1964,2.6396
45deg,HL19,2,0.8300,3.1800,Fender1,173.5865,173.5407,251.5707,8.2179
45deg,HL19,2,0.8300,3.1800,Fender2,167.9383,168.0235,238.9434,7.1674
45deg,HL19,2,0.8300,3.1800,Fender3,162.2929,162.5100,226.5747,6.1256
45deg,HL19,2,0.8300,3.1800,Fender4,156.6510,157.0009,214.7408,4.9733
45deg,HL19,2,0.8300,3.1800,Fender5,151.0127,151.4967,202.9756,3.9582
45deg,HL19,2,0.8300,3.1800,Fender6,145.3792,145.9975,191.9276,3.1300
45deg,HL19,3,1.1700,3.7700,Fender1,193.0592,193.0988,354.1322,12.3437
45deg,HL19,3,1.1700,3.7700,Fender2,185.5894,185.8276,331.2917,10.8742
45deg,HL19,3,1.1700,3.7700,Fender3,178.1221,178.5628,308.9411,9.4878
45deg,HL19,3,1.1700,3.7700,Fender4,170.6491,171.3053,288.6092,8.4468
45deg,HL19,3,1.1700,3.7700,Fender5,163.1903,164.0563,272.2440,8.2129
45deg,HL19,3,1.1700,3.7700,Fender6,155.7364,156.8168,255.9440,8.7453
45deg,HL19,4,1.5000,4.2700,Fender1,215.3127,215.9402,485.6078,18.5415
45deg,HL19,4,1.5000,4.2700,Fender2,205.9164,206.7339,451.0383,16.6459
45deg,HL19,4,1.5000,4.2700,Fender3,196.5155,197.5313,418.5586,15.5643
45deg,HL19,4,1.5000,4.2700,Fender4,187.1291,188.2310,389.3756,15.0057
45deg,HL19,4,1.5000,4.2700,Fender5,177.7386,178.9118,363.0151,12.3213
45deg,HL19,4,1.5000,4.2700,Fender6,168.3650,169.4763,336.1983,10.4808
45deg,HL19,5,1.8300,4.7200,Fender1,241.0111,244.1311,668.7977,23.4517
45deg,HL19,5,1.8300,4.7200,Fender2,229.6002,232.2670,624.3279,24.8972
45deg,HL19,5,1.8300,4.7200,Fender3,218.1869,220.1936,580.5239,25.6081
45deg,HL19,5,1.8300,4.7200,Fender4,206.7814,208.0327,536.7701,20.6554
45deg,HL19,5,1.8300,4.7200,Fender5,195.3869,195.9546,492.0411,14.5304
45deg,HL19,5,1.8300,4.7200,Fender6,184.0130,184.1571,448.3673,10.2955
45deg,HL19,6,2.1700,5.1300,Fender1,271.1305,280.2418,918.7742,48.2586
45deg,HL19,6,2.1700,5.1300,Fender2,257.4936,263.8850,858.0464,46.5651
45deg,HL19,6,2.1700,5.1300,Fender3,243.8602,247.2426,800.6272,46.5187
45deg,HL19,6,2.1700,5.1300,Fender4,230.2508,230.6680,750.3502,50.3621
45deg,HL19,6,2.1700,5.1300,Fender5,216.6505,214.2908,697.7804,49.3675
45deg,HL19,6,2.1700,5.1300,Fender6,203.0806,198.3767,643.1851,48.9209
45deg,HL19,7,2.5000,5.5200,Fender1,303.8129,319.3852,1158.5706,69.6463
45deg,HL19,7,2.5000,5.5200,Fender2,287.9482,298.2887,1113.2909,63.0711
45deg,HL19,7,2.5000,5.5200,Fender3,272.1109,277.4366,1060.7430,60.8312
45deg,HL19,7,2.5000,5.5200,Fender4,256.2849,256.6404,1010.3981,60.5734
45deg,HL19,7,2.5000,5.5200,Fender5,240.4954,236.3488,959.0206,66.2945
45deg,HL19,7,2.5000,5.5200,Fender6,224.7265,216.8023,860.2946,51.0093
45deg,HL19,8,2.8300,5.8700,Fender1,341.1116,360.6656,1460.7437,108.8229
45deg,HL19,8,2.8300,5.8700,Fender2,322.9967,335.9860,1417.9873,114.5071
45deg,HL19,8,2.8300,5.8700,Fender3,304.9201,311.6748,1340.0880,106.5253
45deg,HL19,8,2.8300,5.8700,Fender4,286.8693,287.6039,1265.1589,101.6671
45deg,HL19,8,2.8300,5.8700,Fender5,268.8701,264.4141,1182.6003,104.0488
45deg,HL19,8,2.8300,5.8700,Fender6,250.9104,241.9666,1085.9142,99.1359
45deg,HL19,9,3.1700,6.2100,Fender1,382.8077,407.3274,1630.1593,110.9090
45deg,HL19,9,3.1700,6.2100,Fender2,362.6605,379.4885,1613.4032,123.3446
45deg,HL19,9,3.1700,6.2100,Fender3,342.5537,351.9108,1572.2822,127.3527
45deg,HL19,9,3.1700,6.2100,Fender4,322.4921,324.8334,1533.6506,128.1916
45deg,HL19,9,3.1700,6.2100,Fender5,302.4850,298.6164,1486.8156,128.5422
45deg,HL19,9,3.1700,6.2100,Fender6,282.5438,273.1316,1419.9091,118.1404
45deg,HL21,1,0.5000,2.5900,Fender1,158.1997,158.1713,186.0447,3.9259
45deg,HL21,1,0.5000,2.5900,Fender2,154.1322,154.1728,179.6674,3.4904
45deg,HL21,1,0.5000,2.5900,Fender3,150.0676,150.1781,173.3121,3.0600
45deg,HL21,1,0.5000,2.5900,Fender4,146.0163,146.1874,166.9802,2.6345
45deg,HL21,1,0.5000,2.5900,Fender5,141.9585,142.2013,160.6708,2.2148
45deg,HL21,1,0.5000,2.5900,Fender6,137.2740,137.5692,153.9373,1.8506
45deg,HL21,2,0.8300,3.3500,Fender1,173.6414,173.5759,257.4582,8.8291
45deg,HL21,2,0.8300,3.3500,Fender2,167.9830,168.0558,244.6888,7.9387
45deg,HL21,2,0.8300,3.3500,Fender3,162.3376,162.5396,231.9761,7.0800
45deg,HL21,2,0.8300,3.3500,Fender4,156.6856,157.0280,219.7361,6.4383
45deg,HL21,2,0.8300,3.3500,Fender5,151.0473,151.5212,207.6063,5.9117
45deg,HL21,2,0.8300,3.3500,Fender6,145.4034,146.0198,195.7182,5.4201
45deg,HL21,3,1.1700,3.9600,Fender1,193.1116,193.1687,357.6929,12.3734
45deg,HL21,3,1.1700,3.9600,Fender2,185.6409,185.8987,335.1979,10.4611
45deg,HL21,3,1.1700,3.9600,Fender3,178.1738,178.6367,313.1367,8.8230
45deg,HL21,3,1.1700,3.9600,Fender4,170.7203,171.3841,292.3474,7.7257
45deg,HL21,3,1.1700,3.9600,Fender5,163.2609,164.1423,273.7291,7.0701
45deg,HL21,3,1.1700,3.9600,Fender6,155.8069,156.8963,256.7722,6.7679
45deg,HL21,4,1.5000,4.4900,Fender1,215.3743,215.9862,470.1123,9.6571
45deg,HL21,4,1.5000,4.4900,Fender2,206.0175,206.8302,443.6236,14.1318
45deg,HL21,4,1.5000,4.4900,Fender3,196.6655,197.6883,417.3711,14.3328
45deg,HL21,4,1.5000,4.4900,Fender4,187.3183,188.5251,390.8366,13.9128
45deg,HL21,4,1.5000,4.4900,Fender5,177.9772,179.2937,364.4141,14.0730
45deg,HL21,4,1.5000,4.4900,Fender6,168.6418,169.8593,338.7685,14.1847
45deg,HL21,5,1.8300,4.9700,Fender1,241.2527,244.9917,667.7577,21.4712
45deg,HL21,5,1.8300,4.9700,Fender2,229.8910,233.0021,625.7934,23.7226
45deg,HL21,5,1.8300,4.9700,Fender3,218.5468,220.5911,585.2581,23.4391
45deg,HL21,5,1.8300,4.9700,Fender4,207.2005,208.1022,544.6623,22.2169
45deg,HL21,5,1.8300,4.9700,Fender5,195.8744,195.7445,505.2306,19.0009
45deg,HL21,5,1.8300,4.9700,Fender6,184.5476,183.7209,470.5043,18.9795
45deg,HL21,6,2.1700,5.4000,Fender1,271.6996,282.8010,938.1919,65.2873
45deg,HL21,6,2.1700,5.4000,Fender2,258.1327,265.5395,887.8646,64.2193
45deg,HL21,6,2.1700,5.4000,Fender3,244.5772,248.2992,838.1245,63.3445
45deg,HL21,6,2.1700,5.4000,Fender4,231.0267,231.0599,787.3018,60.5113
45deg,HL21,6,2.1700,5.4000,Fender5,217.5042,214.1696,733.0240,61.5563
45deg,HL21,6,2.1700,5.4000,Fender6,204.0022,197.9469,678.6295,53.8134
45deg,HL21,7,2.5000,5.8000,Fender1,304.7011,321.4627,1194.6593,70.9603
45deg,HL21,7,2.5000,5.8000,Fender2,289.0538,300.2225,1136.4912,60.1098
45deg,HL21,7,2.5000,5.8000,Fender3,273.4136,279.2725,1067.6697,43.7621
45deg,HL21,7,2.5000,5.8000,Fender4,257.8045,258.5063,1017.4236,46.1124
45deg,HL21,7,2.5000,5.8000,Fender5,242.2202,238.5323,977.1522,60.6281
45deg,HL21,7,2.5000,5.8000,Fender6,226.6566,219.3294,894.6815,51.0111
45deg,HL21,8,2.8300,6.1700,Fender1,342.2229,363.2090,1475.0739,123.8526
45deg,HL21,8,2.8300,6.1700,Fender2,324.6006,338.8269,1435.7214,128.0712
45deg,HL21,8,2.8300,6.1700,Fender3,307.0074,314.8446,1361.1016,111.6383
45deg,HL21,8,2.8300,6.1700,Fender4,289.4369,291.3571,1288.6393,91.0218
45deg,HL21,8,2.8300,6.1700,Fender5,271.9155,268.7550,1207.7391,72.1734
45deg,HL21,8,2.8300,6.1700,Fender6,254.4423,246.8672,1128.7090,57.9377
45deg,HL21,9,3.1700,6.5300,Fender1,384.4141,410.8389,1622.1614,91.0374
45deg,HL21,9,3.1700,6.5300,Fender2,365.0184,383.4641,1598.6667,95.5400
45deg,HL21,9,3.1700,6.5300,Fender3,345.6494,356.4618,1562.2328,101.8326
45deg,HL21,9,3.1700,6.5300,Fender4,326.3318,330.1461,1514.5704,101.4840
45deg,HL21,9,3.1700,6.5300,Fender5,307.0650,304.5606,1468.6298,90.1003
45deg,HL21,9,3.1700,6.5300,Fender6,287.8560,279.7200,1401.0479,79.8767
45deg,HL23,1,0.5000,2.7100,Fender1,158.2369,158.1939,184.4720,2.4126
45deg,HL23,1,0.5000,2.7100,Fender2,154.1693,154.1925,178.2097,2.1334
45deg,HL23,1,0.5000,2.7100,Fender3,150.0951,150.1947,171.9696,1.8743
45deg,HL23,1,0.5000,2.7100,Fender4,146.0337,146.2012,165.7523,1.6234
45deg,HL23,1,0.5000,2.7100,Fender5,141.9763,142.2121,159.5584,1.3681
45deg,HL23,1,0.5000,2.7100,Fender6,137.2842,137.5798,152.9403,1.1746
45deg,HL23,2,0.8300,3.5000,Fender1,173.6778,173.6041,256.6616,8.5082
45deg,HL23,2,0.8300,3.5000,Fender2,168.0194,168.0833,244.4027,8.1886
45deg,HL23,2,0.8300,3.5000,Fender3,162.3638,162.5664,232.1316,7.6749
45deg,HL23,2,0.8300,3.5000,Fender4,156.7215,157.0543,220.3832,7.2829
45deg,HL23,2,0.8300,3.5000,Fender5,151.0733,151.5474,208.8128,6.9725
45deg,HL23,2,0.8300,3.5000,Fender6,145.4294,146.0460,198.1433,6.6375
45deg,HL23,3,1.1700,4.1500,Fender1,193.1453,193.2346,347.0415,13.8612
45deg,HL23,3,1.1700,4.1500,Fender2,185.6948,185.9675,331.4330,11.8234
45deg,HL23,3,1.1700,4.1500,Fender3,178.2272,178.7112,315.6681,10.9391
45deg,HL23,3,1.1700,4.1500,Fender4,170.7830,171.4676,299.7480,10.3786
45deg,HL23,3,1.1700,4.1500,Fender5,163.3335,164.2386,283.6774,9.8565
45deg,HL23,3,1.1700,4.1500,Fender6,155.8880,157.0107,267.4593,9.2746
45deg,HL23,4,1.5000,4.7000,Fender1,215.4579,216.6390,473.7016,7.4528
45deg,HL23,4,1.5000,4.7000,Fender2,206.1405,207.3595,443.4384,9.0301
45deg,HL23,4,1.5000,4.7000,Fender3,196.8376,197.9750,415.1706,11.7584
45deg,HL23,4,1.5000,4.7000,Fender4,187.5297,188.6164,389.4240,11.6433
45deg,HL23,4,1.5000,4.7000,Fender5,178.2374,179.1677,360.3979,9.3874
45deg,HL23,4,1.5000,4.7000,Fender6,168.9518,169.7032,345.2087,10.8436
45deg,HL23,5,1.8300,5.2000,Fender1,241.5487,246.5691,706.2827,38.5254
45deg,HL23,5,1.8300,5.2000,Fender2,230.2364,234.0523,666.4195,40.7256
45deg,HL23,5,1.8300,5.2000,Fender3,218.9215,221.1609,626.2911,41.4128
45deg,HL23,5,1.8300,5.2000,Fender4,207.6143,208.0519,585.9969,41.0807
45deg,HL23,5,1.8300,5.2000,Fender5,196.3272,195.4045,542.7559,34.1187
45deg,HL23,5,1.8300,5.2000,Fender6,185.0398,182.8971,499.8778,27.0499
45deg,HL23,6,2.1700,5.6500,Fender1,272.2966,285.1918,979.1927,66.1839
45deg,HL23,6,2.1700,5.6500,Fender2,258.8281,267.2254,932.1232,72.2868
45deg,HL23,6,2.1700,5.6500,Fender3,245.3819,249.5281,865.0440,64.1368
