heading,line,cond_num,Hs,Tp,dof,static_val,dyn_mean,dyn_max,dyn_std
90deg,HL17,4,1.5000,4.0400,sway,-17.9260,-17.9330,-17.7234,0.0251
90deg,HL17,4,1.5000,4.0400,heave,-0.0022,-0.0052,0.0321,0.0022
90deg,HL17,4,1.5000,4.0400,roll,0.0381,-0.0967,0.3911,0.0741
90deg,HL17,4,1.5000,4.0400,pitch,0.0002,0.0004,0.0093,0.0005
90deg,HL17,4,1.5000,4.0400,yaw,-0.0080,-0.0055,0.0244,0.0041
90deg,HL17,5,1.8300,4.4700,surge,4.7925,4.7751,4.8291,0.0062
90deg,HL17,5,1.8300,4.4700,sway,-17.9130,-17.9231,-17.5726,0.0259
90deg,HL17,5,1.8300,4.4700,heave,-0.0029,-0.0064,0.0743,0.0039
90deg,HL17,5,1.8300,4.4700,roll,0.0650,-0.0821,0.6967,0.0850
90deg,HL17,5,1.8300,4.4700,pitch,0.0002,0.0005,0.0147,0.0007
90deg,HL17,5,1.8300,4.4700,yaw,-0.0091,-0.0071,0.0373,0.0055
90deg,HL17,6,2.1700,4.8600,surge,4.7942,4.7836,4.8413,0.0049
90deg,HL17,6,2.1700,4.8600,sway,-17.8990,-17.9140,-17.2045,0.1049
90deg,HL17,6,2.1700,4.8600,heave,-0.0055,-0.0075,0.1435,0.0067
90deg,HL17,6,2.1700,4.8600,roll,0.0968,-0.0633,1.1927,0.1784
90deg,HL17,6,2.1700,4.8600,pitch,0.0004,0.0006,0.0231,0.0012
90deg,HL17,6,2.1700,4.8600,yaw,-0.0099,-0.0096,0.0448,0.0050
90deg,HL17,7,2.5000,5.2200,surge,4.7931,4.7917,4.8625,0.0059
90deg,HL17,7,2.5000,5.2200,sway,-17.8830,-17.9039,-16.4128,0.3205
90deg,HL17,7,2.5000,5.2200,heave,-0.0069,-0.0084,0.2454,0.0140
90deg,HL17,7,2.5000,5.2200,roll,0.1276,-0.0377,1.4155,0.0962
90deg,HL17,7,2.5000,5.2200,pitch,0.0006,0.0007,0.0341,0.0022
90deg,HL17,7,2.5000,5.2200,yaw,-0.0114,-0.0134,0.1045,0.0203
90deg,HL17,8,2.8300,5.5500,surge,4.7916,4.7944,4.8951,0.0144
90deg,HL17,8,2.8300,5.5500,sway,-17.8640,-17.8877,-15.5171,0.4626
90deg,HL17,8,2.8300,5.5500,heave,-0.0082,-0.0089,0.3998,0.0227
90deg,HL17,8,2.8300,5.5500,roll,0.1590,0.0057,2.3182,0.3481
90deg,HL17,8,2.8300,5.5500,pitch,0.0008,0.0008,0.0496,0.0033
90deg,HL17,8,2.8300,5.5500,yaw,-0.0133,-0.0193,0.1797,0.0294
90deg,HL17,9,3.1700,5.8700,surge,4.7896,4.7861,4.9454,0.0348
90deg,HL17,9,3.1700,5.8700,sway,-17.8450,-17.8565,-15.4753,0.2922
90deg,HL17,9,3.1700,5.8700,heave,-0.0091,-0.0091,0.4392,0.0230
90deg,HL17,9,3.1700,5.8700,roll,0.1919,0.0870,2.7640,0.4363
90deg,HL17,9,3.1700,5.8700,pitch,0.0010,0.0009,0.0599,0.0042
90deg,HL17,9,3.1700,5.8700,yaw,-0.0151,-0.0254,0.3005,0.0490
90deg,HL19,1,0.5000,2.4700,surge,4.7982,4.7980,4.8000,0.0002
90deg,HL19,1,0.5000,2.4700,sway,-17.9550,-17.9545,-17.9398,0.0016
90deg,HL19,1,0.5000,2.4700,heave,0.0009,0.0003,0.0017,0.0001
90deg,HL19,1,0.5000,2.4700,roll,-0.0394,-0.0384,-0.0044,0.0022
90deg,HL19,1,0.5000,2.4700,pitch,-0.0001,-0.0000,0.0005,0.0000
90deg,HL19,1,0.5000,2.4700,yaw,-0.0032,-0.0032,-0.0015,0.0001
90deg,HL19,2,0.8300,3.1800,surge,4.7974,4.7961,4.8022,0.0007
90deg,HL19,2,0.8300,3.1800,sway,-17.9470,-17.9475,-17.8867,0.0083
90deg,HL19,2,0.8300,3.1800,heave,-0.0002,-0.0010,0.0051,0.0005
90deg,HL19,2,0.8300,3.1800,roll,-0.0149,-0.0332,0.0454,0.0044
90deg,HL19,2,0.8300,3.1800,pitch,0.0000,0.0000,0.0024,0.0001
90deg,HL19,2,0.8300,3.1800,yaw,-0.0043,-0.0042,0.0020,0.0003
90deg,HL19,3,1.1700,3.7700,surge,4.7967,4.7712,4.8000,0.0014
90deg,HL19,3,1.1700,3.7700,sway,-17.9370,-17.9441,-17.8116,0.0189
90deg,HL19,3,1.1700,3.7700,heave,-0.0013,-0.0043,0.0167,0.0015
90deg,HL19,3,1.1700,3.7700,roll,0.0107,-0.1279,0.0986,0.0321
90deg,HL19,3,1.1700,3.7700,pitch,0.0001,0.0003,0.0062,0.0003
90deg,HL19,3,1.1700,3.7700,yaw,-0.0056,-0.0043,0.0112,0.0011
90deg,HL19,4,1.5000,4.2700,surge,4.7930,4.7732,4.8094,0.0029
90deg,HL19,4,1.5000,4.2700,sway,-17.9260,-17.9346,-17.7126,0.0180
90deg,HL19,4,1.5000,4.2700,heave,-0.0022,-0.0055,0.0457,0.0029
90deg,HL19,4,1.5000,4.2700,roll,0.0381,-0.1186,0.4164,0.0782
90deg,HL19,4,1.5000,4.2700,pitch,0.0002,0.0004,0.0111,0.0006
90deg,HL19,4,1.5000,4.2700,yaw,-0.0079,-0.0056,0.0277,0.0046
90deg,HL19,5,1.8300,4.7200,surge,4.7926,4.7827,4.8329,0.0050
90deg,HL19,5,1.8300,4.7200,sway,-17.9130,-17.9266,-17.5089,0.0387
90deg,HL19,5,1.8300,4.7200,heave,-0.0029,-0.0067,0.1047,0.0072
90deg,HL19,5,1.8300,4.7200,roll,0.0651,-0.1046,0.7990,0.0997
90deg,HL19,5,1.8300,4.7200,pitch,0.0002,0.0005,0.0177,0.0009
90deg,HL19,5,1.8300,4.7200,yaw,-0.0091,-0.0074,0.0385,0.0057
90deg,HL19,6,2.1700,5.1300,surge,4.7943,4.7929,4.8508,0.0056
90deg,HL19,6,2.1700,5.1300,sway,-17.8980,-17.9194,-17.0801,0.1280
90deg,HL19,6,2.1700,5.1300,heave,-0.0055,-0.0077,0.1976,0.0123
90deg,HL19,6,2.1700,5.1300,roll,0.0970,-0.0842,1.1572,0.1219
90deg,HL19,6,2.1700,5.1300,pitch,0.0004,0.0006,0.0277,0.0019
90deg,HL19,6,2.1700,5.1300,yaw,-0.0099,-0.0105,0.0527,0.0029
90deg,HL19,7,2.5000,5.5200,surge,4.7931,4.8001,4.8971,0.0153
90deg,HL19,7,2.5000,5.5200,sway,-17.8820,-17.9107,-16.1050,0.3928
90deg,HL19,7,2.5000,5.5200,heave,-0.0070,-0.0086,0.3309,0.0141
90deg,HL19,7,2.5000,5.5200,roll,0.1281,-0.0574,1.5932,0.1091
90deg,HL19,7,2.5000,5.5200,pitch,0.0006,0.0007,0.0429,0.0027
90deg,HL19,7,2.5000,5.5200,yaw,-0.0116,-0.0151,0.1602,0.0419
90deg,HL19,8,2.8300,5.8700,surge,4.7916,4.8006,4.9747,0.0449
90deg,HL19,8,2.8300,5.8700,sway,-17.8630,-17.8937,-15.2771,0.4933
90deg,HL19,8,2.8300,5.8700,heave,-0.0082,-0.0090,0.5482,0.0427
90deg,HL19,8,2.8300,5.8700,roll,0.1599,-0.0069,1.9597,0.1526
90deg,HL19,8,2.8300,5.8700,pitch,0.0008,0.0008,0.0676,0.0035
90deg,HL19,8,2.8300,5.8700,yaw,-0.0137,-0.0218,0.1863,0.0236
90deg,HL19,9,3.1700,6.2100,surge,4.7894,4.7954,4.9541,0.0288
90deg,HL19,9,3.1700,6.2100,sway,-17.8410,-17.8619,-14.8769,0.3568
90deg,HL19,9,3.1700,6.2100,heave,-0.0092,-0.0090,0.8313,0.0628
90deg,HL19,9,3.1700,6.2100,roll,0.1944,0.0666,3.6651,0.6140
90deg,HL19,9,3.1700,6.2100,pitch,0.0010,0.0009,0.0958,0.0068
90deg,HL19,9,3.1700,6.2100,yaw,-0.0162,-0.0324,0.2901,0.0290
90deg,HL21,1,0.5000,2.5900,surge,4.7982,4.7982,4.8003,0.0002
90deg,HL21,1,0.5000,2.5900,sway,-17.9550,-17.9564,-17.9395,0.0045
90deg,HL21,1,0.5000,2.5900,heave,0.0009,0.0004,0.0019,0.0002
90deg,HL21,1,0.5000,2.5900,roll,-0.0394,-0.0522,-0.0078,0.0363
90deg,HL21,1,0.5000,2.5900,pitch,-0.0001,-0.0000,0.0007,0.0000
90deg,HL21,1,0.5000,2.5900,yaw,-0.0032,-0.0030,-0.0004,0.0005
90deg,HL21,2,0.8300,3.3500,surge,4.7974,4.7940,4.8003,0.0003
90deg,HL21,2,0.8300,3.3500,sway,-17.9470,-17.9533,-17.8909,0.0053
90deg,HL21,2,0.8300,3.3500,heave,-0.0002,-0.0017,0.0059,0.0004
90deg,HL21,2,0.8300,3.3500,roll,-0.0149,-0.1059,0.0354,0.0542
90deg,HL21,2,0.8300,3.3500,pitch,0.0000,0.0000,0.0030,0.0001
90deg,HL21,2,0.8300,3.3500,yaw,-0.0043,-0.0037,0.0049,0.0012
90deg,HL21,3,1.1700,3.9600,surge,4.7967,4.7733,4.8078,0.0047
90deg,HL21,3,1.1700,3.9600,sway,-17.9370,-17.9501,-17.8013,0.0169
90deg,HL21,3,1.1700,3.9600,heave,-0.0013,-0.0045,0.0219,0.0020
90deg,HL21,3,1.1700,3.9600,roll,0.0107,-0.1885,0.1259,0.0692
90deg,HL21,3,1.1700,3.9600,pitch,0.0001,0.0003,0.0070,0.0003
90deg,HL21,3,1.1700,3.9600,yaw,-0.0055,-0.0038,0.0193,0.0040
90deg,HL21,4,1.5000,4.4900,surge,4.7931,4.7827,4.8324,0.0098
90deg,HL21,4,1.5000,4.4900,sway,-17.9260,-17.9432,-17.6888,0.0144
90deg,HL21,4,1.5000,4.4900,heave,-0.0022,-0.0056,0.0628,0.0054
90deg,HL21,4,1.5000,4.4900,roll,0.0381,-0.1861,0.3924,0.1377
90deg,HL21,4,1.5000,4.4900,pitch,0.0002,0.0004,0.0129,0.0008
90deg,HL21,4,1.5000,4.4900,yaw,-0.0078,-0.0052,0.0336,0.0065
90deg,HL21,5,1.8300,4.9700,surge,4.7926,4.7949,4.8516,0.0098
90deg,HL21,5,1.8300,4.9700,sway,-17.9130,-17.9396,-17.4640,0.0520
90deg,HL21,5,1.8300,4.9700,heave,-0.0029,-0.0066,0.1374,0.0072
90deg,HL21,5,1.8300,4.9700,roll,0.0652,-0.1804,0.8731,0.1258
90deg,HL21,5,1.8300,4.9700,pitch,0.0002,0.0005,0.0210,0.0010
90deg,HL21,5,1.8300,4.9700,yaw,-0.0090,-0.0073,0.0432,0.0049
90deg,HL21,6,2.1700,5.4000,surge,4.7943,4.8049,4.8740,0.0088
90deg,HL21,6,2.1700,5.4000,sway,-17.8980,-17.9373,-17.0099,0.1234
90deg,HL21,6,2.1700,5.4000,heave,-0.0055,-0.0075,0.2687,0.0170
90deg,HL21,6,2.1700,5.4000,roll,0.0973,-0.1686,1.1506,0.0990
90deg,HL21,6,2.1700,5.4000,pitch,0.0004,0.0006,0.0352,0.0024
90deg,HL21,6,2.1700,5.4000,yaw,-0.0100,-0.0107,0.0719,0.0099
90deg,HL21,7,2.5000,5.8000,surge,4.7931,4.8096,4.9773,0.0442
90deg,HL21,7,2.5000,5.8000,sway,-17.8810,-17.9328,-16.1052,0.3164
90deg,HL21,7,2.5000,5.8000,heave,-0.0070,-0.0082,0.4518,0.0321
90deg,HL21,7,2.5000,5.8000,roll,0.1286,-0.1501,1.5324,0.2472
90deg,HL21,7,2.5000,5.8000,pitch,0.0006,0.0007,0.0529,0.0025
90deg,HL21,7,2.5000,5.8000,yaw,-0.0119,-0.0155,0.2135,0.0574
90deg,HL21,8,2.8300,6.1700,surge,4.7915,4.8090,5.0023,0.0476
90deg,HL21,8,2.8300,6.1700,sway,-17.8620,-17.9187,-15.7276,0.2378
90deg,HL21,8,2.8300,6.1700,heave,-0.0082,-0.0086,0.7147,0.0604
90deg,HL21,8,2.8300,6.1700,roll,0.1609,-0.1136,2.1720,0.3495
90deg,HL21,8,2.8300,6.1700,pitch,0.0009,0.0008,0.0828,0.0039
90deg,HL21,8,2.8300,6.1700,yaw,-0.0141,-0.0226,0.2181,0.0332
90deg,HL21,9,3.1700,6.5300,surge,4.7892,4.8025,4.9917,0.0419
90deg,HL21,9,3.1700,6.5300,sway,-17.8390,-17.8893,-15.2875,0.0938
90deg,HL21,9,3.1700,6.5300,heave,-0.0093,-0.0085,1.0267,0.0673
90deg,HL21,9,3.1700,6.5300,roll,0.1964,-0.0450,3.0004,0.4592
90deg,HL21,9,3.1700,6.5300,pitch,0.0010,0.0009,0.1244,0.0086
90deg,HL21,9,3.1700,6.5300,yaw,-0.0168,-0.0333,0.2917,0.0307
90deg,HL23,1,0.5000,2.7100,surge,4.7982,4.7980,4.8003,0.0002
90deg,HL23,1,0.5000,2.7100,sway,-17.9550,-17.9545,-17.9375,0.0017
90deg,HL23,1,0.5000,2.7100,heave,0.0009,0.0003,0.0020,0.0001
90deg,HL23,1,0.5000,2.7100,roll,-0.0394,-0.0384,-0.0037,0.0019
90deg,HL23,1,0.5000,2.7100,pitch,-0.0001,-0.0000,0.0007,0.0000
90deg,HL23,1,0.5000,2.7100,yaw,-0.0032,-0.0032,-0.0011,0.0001
90deg,HL23,2,0.8300,3.5000,surge,4.7974,4.7914,4.8000,0.0006
90deg,HL23,2,0.8300,3.5000,sway,-17.9470,-17.9512,-17.8762,0.0105
90deg,HL23,2,0.8300,3.5000,heave,-0.0002,-0.0023,0.0067,0.0004
90deg,HL23,2,0.8300,3.5000,roll,-0.0148,-0.1016,0.0296,0.0124
90deg,HL23,2,0.8300,3.5000,pitch,0.0000,0.0001,0.0033,0.0001
90deg,HL23,2,0.8300,3.5000,yaw,-0.0043,-0.0040,0.0038,0.0003
90deg,HL23,3,1.1700,4.1500,surge,4.7967,4.7728,4.7986,0.0008
90deg,HL23,3,1.1700,4.1500,sway,-17.9370,-17.9460,-17.7846,0.0215
90deg,HL23,3,1.1700,4.1500,heave,-0.0013,-0.0049,0.0288,0.0018
90deg,HL23,3,1.1700,4.1500,roll,0.0107,-0.1621,0.1366,0.0381
90deg,HL23,3,1.1700,4.1500,pitch,0.0001,0.0004,0.0075,0.0003
90deg,HL23,3,1.1700,4.1500,yaw,-0.0055,-0.0043,0.0197,0.0036
90deg,HL23,4,1.5000,4.7000,surge,4.7932,4.7851,4.8221,0.0035
90deg,HL23,4,1.5000,4.7000,sway,-17.9260,-17.9388,-17.6642,0.0189
90deg,HL23,4,1.5000,4.7000,heave,-0.0022,-0.0061,0.0844,0.0050
90deg,HL23,4,1.5000,4.7000,roll,0.0382,-0.1520,0.4737,0.0821
90deg,HL23,4,1.5000,4.7000,pitch,0.0002,0.0004,0.0142,0.0007
90deg,HL23,4,1.5000,4.7000,yaw,-0.0078,-0.0060,0.0311,0.0042
90deg,HL23,5,1.8300,5.2000,surge,4.7927,4.7980,4.8558,0.0064
90deg,HL23,5,1.8300,5.2000,sway,-17.9130,-17.9353,-17.3261,0.0855
90deg,HL23,5,1.8300,5.2000,heave,-0.0029,-0.0071,0.1809,0.0102
90deg,HL23,5,1.8300,5.2000,roll,0.0654,-0.1361,0.7793,0.0873
90deg,HL23,5,1.8300,5.2000,pitch,0.0002,0.0005,0.0238,0.0011
90deg,HL23,5,1.8300,5.2000,yaw,-0.0091,-0.0087,0.0440,0.0044
90deg,HL23,6,2.1700,5.6500,surge,4.7943,4.8066,4.8721,0.0040
90deg,HL23,6,2.1700,5.6500,sway,-17.8980,-17.9318,-16.7034,0.2207
90deg,HL23,6,2.1700,5.6500,heave,-0.0055,-0.0080,0.3260,0.0173
90deg,HL23,6,2.1700,5.6500,roll,0.0977,-0.1123,1.3419,0.0934
90deg,HL23,6,2.1700,5.6500,pitch,0.0004,0.0006,0.0428,0.0021
90deg,HL23,6,2.1700,5.6500,yaw,-0.0101,-0.0128,0.0670,0.0049
90deg,HL23,7,2.5000,6.0700,surge,4.7931,4.8093,4.9224,0.0176
90deg,HL23,7,2.5000,6.0700,sway,-17.8800,-17.9237,-15.8857,0.3778
90deg,HL23,7,2.5000,6.0700,heave,-0.0070,-0.0087,0.5677,0.0405
90deg,HL23,7,2.5000,6.0700,roll,0.1293,-0.0794,1.9356,0.1713
90deg,HL23,7,2.5000,6.0700,pitch,0.0006,0.0007,0.0700,0.0059
90deg,HL23,7,2.5000,6.0700,yaw,-0.0122,-0.0186,0.1598,0.0313
90deg,HL23,8,2.8300,6.4600,surge,4.7914,4.8053,4.9235,0.0161
90deg,HL23,8,2.8300,6.4600,sway,-17.8600,-17.9026,-15.3327,0.3276
90deg,HL23,8,2.8300,6.4600,heave,-0.0083,-0.0090,0.8747,0.0687
90deg,HL23,8,2.8300,6.4600,roll,0.1620,-0.0187,2.2773,0.1825
90deg,HL23,8,2.8300,6.4600,pitch,0.0009,0.0009,0.1070,0.0058
90deg,HL23,8,2.8300,6.4600,yaw,-0.0145,-0.0268,0.2218,0.0403
90deg,HL23,9,3.1700,6.8300,surge,4.7891,4.7962,4.9554,0.0229
90deg,HL23,9,3.1700,6.8300,sway,-17.8370,-17.8633,-14.7695,0.2645
90deg,HL23,9,3.1700,6.8300,heave,-0.0093,-0.0088,1.2210,0.0746
90deg,HL23,9,3.1700,6.8300,roll,0.1980,0.0702,5.3205,1.1504
90deg,HL23,9,3.1700,6.8300,pitch,0.0010,0.0009,0.1450,0.0097
90deg,HL23,9,3.1700,6.8300,yaw,-0.0174,-0.0384,0.2780,0.0279
90deg,HL25,1,0.5000,2.8300,surge,4.7982,4.7980,4.8005,0.0003
90deg,HL25,1,0.5000,2.8300,sway,-17.9550,-17.9545,-17.9370,0.0013
90deg,HL25,1,0.5000,2.8300,heave,0.0009,0.0003,0.0024,0.0002
90deg,HL25,1,0.5000,2.8300,roll,-0.0394,-0.0383,-0.0031,0.0016
90deg,HL25,1,0.5000,2.8300,pitch,-0.0001,-0.0000,0.0009,0.0000
90deg,HL25,1,0.5000,2.8300,yaw,-0.0032,-0.0032,-0.0008,0.0001
90deg,HL25,2,0.8300,3.6500,surge,4.7974,4.7875,4.7999,0.0008
90deg,HL25,2,0.8300,3.6500,sway,-17.9470,-17.9540,-17.8788,0.0086
90deg,HL25,2,0.8300,3.6500,heave,-0.0002,-0.0032,0.0087,0.0006
90deg,HL25,2,0.8300,3.6500,roll,-0.0148,-0.1541,0.0273,0.0177
90deg,HL25,2,0.8300,3.6500,pitch,0.0000,0.0002,0.0041,0.0002
90deg,HL25,2,0.8300,3.6500,yaw,-0.0043,-0.0038,0.0055,0.0006
90deg,HL25,3,1.1700,4.3200,surge,4.7967,4.7772,4.8006,0.0013
90deg,HL25,3,1.1700,4.3200,sway,-17.9370,-17.9469,-17.7755,0.0143
90deg,HL25,3,1.1700,4.3200,heave,-0.0013,-0.0051,0.0386,0.0030
90deg,HL25,3,1.1700,4.3200,roll,0.0108,-0.1742,0.1784,0.0474
90deg,HL25,3,1.1700,4.3200,pitch,0.0001,0.0004,0.0087,0.0003
90deg,HL25,3,1.1700,4.3200,yaw,-0.0055,-0.0044,0.0213,0.0038
90deg,HL25,4,1.5000,4.9000,surge,4.7932,4.7912,4.8285,0.0020
90deg,HL25,4,1.5000,4.9000,sway,-17.9260,-17.9414,-17.5982,0.0358
90deg,HL25,4,1.5000,4.9000,heave,-0.0022,-0.0063,0.1055,0.0063
90deg,HL25,4,1.5000,4.9000,roll,0.0382,-0.1643,0.4277,0.0398
90deg,HL25,4,1.5000,4.9000,pitch,0.0002,0.0005,0.0170,0.0013
90deg,HL25,4,1.5000,4.9000,yaw,-0.0078,-0.0064,0.0302,0.0027
90deg,HL25,5,1.8300,5.4200,surge,4.7927,4.8039,4.8611,0.0044
90deg,HL25,5,1.8300,5.4200,sway,-17.9130,-17.9403,-17.2050,0.1195
90deg,HL25,5,1.8300,5.4200,heave,-0.0030,-0.0073,0.2255,0.0138
90deg,HL25,5,1.8300,5.4200,roll,0.0656,-0.1469,0.9103,0.0990
90deg,HL25,5,1.8300,5.4200,pitch,0.0002,0.0005,0.0286,0.0012
90deg,HL25,5,1.8300,5.4200,yaw,-0.0091,-0.0095,0.0461,0.0040
90deg,HL25,6,2.1700,5.8900,surge,4.7942,4.8103,4.8842,0.0036
90deg,HL25,6,2.1700,5.8900,sway,-17.8970,-17.9379,-16.5881,0.2370
90deg,HL25,6,2.1700,5.8900,heave,-0.0056,-0.0081,0.4250,0.0320
90deg,HL25,6,2.1700,5.8900,roll,0.0981,-0.1225,1.4238,0.0833
90deg,HL25,6,2.1700,5.8900,pitch,0.0004,0.0006,0.0514,0.0041
90deg,HL25,6,2.1700,5.8900,yaw,-0.0103,-0.0140,0.0754,0.0073
90deg,HL25,7,2.5000,6.3300,surge,4.7930,4.8111,4.9141,0.0110
90deg,HL25,7,2.5000,6.3300,sway,-17.8790,-17.9297,-15.8054,0.3373
90deg,HL25,7,2.5000,6.3300,heave,-0.0070,-0.0087,0.6568,0.0375
90deg,HL25,7,2.5000,6.3300,roll,0.1300,-0.0842,2.0541,0.2225
90deg,HL25,7,2.5000,6.3300,pitch,0.0007,0.0007,0.0897,0.0074
90deg,HL25,7,2.5000,6.3300,yaw,-0.0125,-0.0203,0.1699,0.0314
90deg,HL25,8,2.8300,6.7400,surge,4.7912,4.8053,4.9142,0.0070
90deg,HL25,8,2.8300,6.7400,sway,-17.8590,-17.9063,-15.2901,0.3107
90deg,HL25,8,2.8300,6.7400,heave,-0.0083,-0.0088,1.0192,0.0610
90deg,HL25,8,2.8300,6.7400,roll,0.1632,-0.0155,2.8580,0.2928
90deg,HL25,8,2.8300,6.7400,pitch,0.0009,0.0009,0.1290,0.0075
90deg,HL25,8,2.8300,6.7400,yaw,-0.0150,-0.0294,0.2303,0.0261
90deg,HL27,1,0.5000,2.9400,surge,4.7982,4.7980,4.8006,0.0004
90deg,HL27,1,0.5000,2.9400,sway,-17.9550,-17.9545,-17.9334,0.0021
90deg,HL27,1,0.5000,2.9400,heave,0.0009,0.0003,0.0026,0.0002
90deg,HL27,1,0.5000,2.9400,roll,-0.0394,-0.0383,-0.0027,0.0015
90deg,HL27,1,0.5000,2.9400,pitch,-0.0001,-0.0000,0.0011,0.0000
90deg,HL27,1,0.5000,2.9400,yaw,-0.0032,-0.0032,-0.0006,0.0001
90deg,HL27,2,0.8300,3.8000,surge,4.7975,4.7820,4.7998,0.0010
90deg,HL27,2,0.8300,3.8000,sway,-17.9470,-17.9555,-17.8729,0.0084
90deg,HL27,2,0.8300,3.8000,heave,-0.0002,-0.0038,0.0116,0.0009
90deg,HL27,2,0.8300,3.8000,roll,-0.0148,-0.1832,0.0182,0.0154
90deg,HL27,2,0.8300,3.8000,pitch,0.0000,0.0002,0.0045,0.0002
90deg,HL27,2,0.8300,3.8000,yaw,-0.0043,-0.0035,0.0077,0.0011
90deg,HL27,3,1.1700,4.4900,surge,4.7968,4.7812,4.8055,0.0018
90deg,HL27,3,1.1700,4.4900,sway,-17.9370,-17.9479,-17.7695,0.0117
90deg,HL27,3,1.1700,4.4900,heave,-0.0013,-0.0052,0.0483,0.0041
90deg,HL27,3,1.1700,4.4900,roll,0.0108,-0.1840,0.1346,0.0289
90deg,HL27,3,1.1700,4.4900,pitch,0.0001,0.0004,0.0101,0.0006
90deg,HL27,3,1.1700,4.4900,yaw,-0.0054,-0.0045,0.0222,0.0035
90deg,HL27,4,1.5000,5.0900,surge,4.7932,4.7968,4.8370,0.0018
90deg,HL27,4,1.5000,5.0900,sway,-17.9260,-17.9444,-17.5403,0.0473
90deg,HL27,4,1.5000,5.0900,heave,-0.0022,-0.0064,0.1374,0.0101
90deg,HL27,4,1.5000,5.0900,roll,0.0383,-0.1739,0.5989,0.1021
90deg,HL27,4,1.5000,5.0900,pitch,0.0002,0.0005,0.0187,0.0012
90deg,HL27,4,1.5000,5.0900,yaw,-0.0078,-0.0068,0.0330,0.0029
90deg,HL27,5,1.8300,5.6300,surge,4.7926,4.8081,4.8648,0.0026
90deg,HL27,5,1.8300,5.6300,sway,-17.9130,-17.9453,-17.2678,0.0730
90deg,HL27,5,1.8300,5.6300,heave,-0.0030,-0.0074,0.2809,0.0208
90deg,HL27,5,1.8300,5.6300,roll,0.0658,-0.1561,0.8874,0.0473
90deg,HL27,5,1.8300,5.6300,pitch,0.0002,0.0005,0.0342,0.0015
90deg,HL27,5,1.8300,5.6300,yaw,-0.0092,-0.0102,0.0508,0.0024
90deg,HL27,6,2.1700,6.1200,surge,4.7942,4.8128,4.8909,0.0053
90deg,HL27,6,2.1700,6.1200,sway,-17.8970,-17.9442,-16.4556,0.2568
90deg,HL27,6,2.1700,6.1200,heave,-0.0056,-0.0082,0.5176,0.0357
90deg,HL27,6,2.1700,6.1200,roll,0.0985,-0.1290,1.5360,0.1154
90deg,HL27,6,2.1700,6.1200,pitch,0.0005,0.0006,0.0654,0.0058
90deg,HL27,6,2.1700,6.1200,yaw,-0.0105,-0.0151,0.0876,0.0084
90deg,HL27,7,2.5000,6.5800,surge,4.7929,4.8118,4.9078,0.0045
90deg,HL27,7,2.5000,6.5800,sway,-17.8780,-17.9352,-15.7988,0.2963
90deg,HL27,7,2.5000,6.5800,heave,-0.0071,-0.0087,0.7950,0.0438
90deg,HL27,7,2.5000,6.5800,roll,0.1308,-0.0864,2.3065,0.1960
90deg,HL27,7,2.5000,6.5800,pitch,0.0007,0.0008,0.1058,0.0079
90deg,HL27,7,2.5000,6.5800,yaw,-0.0128,-0.0219,0.1946,0.0385
90deg,HL29,1,0.5000,3.0500,surge,4.7982,4.7980,4.8006,0.0003
90deg,HL29,1,0.5000,3.0500,sway,-17.9550,-17.9545,-17.9317,0.0031
90deg,HL29,1,0.5000,3.0500,heave,0.0009,0.0003,0.0032,0.0003
90deg,HL29,1,0.5000,3.0500,roll,-0.0394,-0.0389,-0.0037,0.0011
90deg,HL29,1,0.5000,3.0500,pitch,-0.0001,-0.0000,0.0012,0.0001
90deg,HL29,1,0.5000,3.0500,yaw,-0.0032,-0.0032,-0.0003,0.0002
90deg,HL29,2,0.8300,3.9300,surge,4.7975,4.7769,4.7996,0.0008
90deg,HL29,2,0.8300,3.9300,sway,-17.9470,-17.9564,-17.8724,0.0084
90deg,HL29,2,0.8300,3.9300,heave,-0.0002,-0.0041,0.0142,0.0015
90deg,HL29,2,0.8300,3.9300,roll,-0.0148,-0.2002,0.0128,0.0136
90deg,HL29,2,0.8300,3.9300,pitch,0.0000,0.0003,0.0048,0.0002
90deg,HL29,2,0.8300,3.9300,yaw,-0.0043,-0.0033,0.0101,0.0018
90deg,HL29,3,1.1700,4.6600,surge,4.7968,4.7861,4.8189,0.0040
90deg,HL29,3,1.1700,4.6600,sway,-17.9370,-17.9491,-17.7446,0.0122
90deg,HL29,3,1.1700,4.6600,heave,-0.0013,-0.0054,0.0632,0.0046
90deg,HL29,3,1.1700,4.6600,roll,0.0108,-0.1938,0.1357,0.0294
90deg,HL29,3,1.1700,4.6600,pitch,0.0001,0.0004,0.0110,0.0005
90deg,HL29,3,1.1700,4.6600,yaw,-0.0054,-0.0047,0.0232,0.0032
90deg,HL29,4,1.5000,5.2800,surge,4.7932,4.8018,4.8439,0.0016
90deg,HL29,4,1.5000,5.2800,sway,-17.9250,-17.9478,-17.5441,0.0334
90deg,HL29,4,1.5000,5.2800,heave,-0.0022,-0.0065,0.1635,0.0085
90deg,HL29,4,1.5000,5.2800,roll,0.0384,-0.1817,0.6119,0.0686
90deg,HL29,4,1.5000,5.2800,pitch,0.0002,0.0005,0.0218,0.0015
90deg,HL29,4,1.5000,5.2800,yaw,-0.0078,-0.0073,0.0327,0.0030
90deg,HL29,5,1.8300,5.8400,surge,4.7926,4.8112,4.8704,0.0037
