heading,line,cond_num,Hs,Tp,dof,static_val,dyn_mean,dyn_max,dyn_std
180deg,HL13,2,0.8300,2.6300,pitch,-0.0001,0.0000,0.0003,0.0000
180deg,HL13,2,0.8300,2.6300,yaw,-0.0027,-0.0028,-0.0010,0.0001
180deg,HL13,3,1.1700,3.1200,surge,4.7913,4.7912,4.8035,0.0021
180deg,HL13,3,1.1700,3.1200,sway,-17.9660,-17.9658,-17.9635,0.0002
180deg,HL13,3,1.1700,3.1200,heave,0.0016,0.0008,0.0019,0.0001
180deg,HL13,3,1.1700,3.1200,roll,-0.1151,-0.1140,-0.0988,0.0009
180deg,HL13,3,1.1700,3.1200,pitch,-0.0001,0.0000,0.0010,0.0001
180deg,HL13,3,1.1700,3.1200,yaw,-0.0031,-0.0032,0.0006,0.0005
180deg,HL13,4,1.5000,3.5300,surge,4.7888,4.7879,4.8056,0.0024
180deg,HL13,4,1.5000,3.5300,sway,-17.9660,-17.9658,-17.9629,0.0002
180deg,HL13,4,1.5000,3.5300,heave,0.0015,0.0007,0.0027,0.0001
180deg,HL13,4,1.5000,3.5300,roll,-0.1154,-0.1151,-0.0963,0.0008
180deg,HL13,4,1.5000,3.5300,pitch,-0.0000,0.0000,0.0026,0.0003
180deg,HL13,4,1.5000,3.5300,yaw,-0.0034,-0.0036,0.0024,0.0008
180deg,HL13,5,1.8300,3.9100,surge,4.7859,4.7761,4.8009,0.0018
180deg,HL13,5,1.8300,3.9100,sway,-17.9660,-17.9666,-17.9632,0.0002
180deg,HL13,5,1.8300,3.9100,heave,0.0015,0.0004,0.0046,0.0002
180deg,HL13,5,1.8300,3.9100,roll,-0.1162,-0.1304,-0.0940,0.0023
180deg,HL13,5,1.8300,3.9100,pitch,0.0000,0.0001,0.0055,0.0001
180deg,HL13,5,1.8300,3.9100,yaw,-0.0038,-0.0037,0.0041,0.0009
180deg,HL13,6,2.1700,4.2500,surge,4.7827,4.7371,4.7947,0.0008
180deg,HL13,6,2.1700,4.2500,sway,-17.9660,-17.9685,-17.9632,0.0003
180deg,HL13,6,2.1700,4.2500,heave,0.0015,-0.0003,0.0084,0.0006
180deg,HL13,6,2.1700,4.2500,roll,-0.1176,-0.1688,-0.0917,0.0051
180deg,HL13,6,2.1700,4.2500,pitch,0.0001,0.0002,0.0097,0.0003
180deg,HL13,6,2.1700,4.2500,yaw,-0.0043,-0.0027,0.0075,0.0013
180deg,HL13,7,2.5000,4.5600,surge,4.7777,4.6685,4.7903,0.0014
180deg,HL13,7,2.5000,4.5600,sway,-17.9660,-17.9701,-17.9633,0.0005
180deg,HL13,7,2.5000,4.5600,heave,0.0003,-0.0010,0.0115,0.0005
180deg,HL13,7,2.5000,4.5600,roll,-0.1164,-0.2040,-0.0871,0.0071
180deg,HL13,7,2.5000,4.5600,pitch,0.0001,0.0003,0.0184,0.0008
180deg,HL13,7,2.5000,4.5600,yaw,-0.0051,-0.0004,0.0124,0.0014
180deg,HL13,8,2.8300,4.8600,surge,4.7730,4.6120,4.7969,0.0097
180deg,HL13,8,2.8300,4.8600,sway,-17.9660,-17.9710,-17.9637,0.0009
180deg,HL13,8,2.8300,4.8600,heave,0.0002,-0.0014,0.0195,0.0009
180deg,HL13,8,2.8300,4.8600,roll,-0.1200,-0.2263,-0.0969,0.0087
180deg,HL13,8,2.8300,4.8600,pitch,0.0002,0.0003,0.0275,0.0013
180deg,HL13,8,2.8300,4.8600,yaw,-0.0055,0.0012,0.0155,0.0010
180deg,HL13,9,3.1700,5.1300,surge,4.7687,4.5746,4.7976,0.0105
180deg,HL13,9,3.1700,5.1300,sway,-17.9660,-17.9710,-17.9643,0.0004
180deg,HL13,9,3.1700,5.1300,heave,0.0008,-0.0015,0.0316,0.0021
180deg,HL13,9,3.1700,5.1300,roll,-0.1268,-0.2291,-0.1017,0.0119
180deg,HL13,9,3.1700,5.1300,pitch,0.0002,0.0004,0.0422,0.0025
180deg,HL13,9,3.1700,5.1300,yaw,-0.0056,0.0020,0.0172,0.0007
180deg,HL15,1,0.5000,2.1900,surge,4.7960,4.7959,4.7984,0.0003
180deg,HL15,1,0.5000,2.1900,sway,-17.9660,-17.9659,-17.9649,0.0001
180deg,HL15,1,0.5000,2.1900,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL15,1,0.5000,2.1900,roll,-0.1159,-0.1149,-0.1097,0.0002
180deg,HL15,1,0.5000,2.1900,pitch,-0.0001,-0.0000,0.0001,0.0000
180deg,HL15,1,0.5000,2.1900,yaw,-0.0023,-0.0024,-0.0015,0.0001
180deg,HL15,2,0.8300,2.8300,surge,4.7938,4.7937,4.8002,0.0010
180deg,HL15,2,0.8300,2.8300,sway,-17.9660,-17.9658,-17.9642,0.0001
180deg,HL15,2,0.8300,2.8300,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL15,2,0.8300,2.8300,roll,-0.1153,-0.1142,-0.1045,0.0005
180deg,HL15,2,0.8300,2.8300,pitch,-0.0001,0.0000,0.0004,0.0000
180deg,HL15,2,0.8300,2.8300,yaw,-0.0027,-0.0028,-0.0009,0.0001
180deg,HL15,3,1.1700,3.3500,surge,4.7913,4.7912,4.8042,0.0023
180deg,HL15,3,1.1700,3.3500,sway,-17.9660,-17.9658,-17.9635,0.0002
180deg,HL15,3,1.1700,3.3500,heave,0.0016,0.0008,0.0021,0.0001
180deg,HL15,3,1.1700,3.3500,roll,-0.1151,-0.1140,-0.0988,0.0009
180deg,HL15,3,1.1700,3.3500,pitch,-0.0001,0.0000,0.0014,0.0001
180deg,HL15,3,1.1700,3.3500,yaw,-0.0031,-0.0032,0.0006,0.0005
180deg,HL15,4,1.5000,3.8000,surge,4.7888,4.7880,4.8053,0.0019
180deg,HL15,4,1.5000,3.8000,sway,-17.9660,-17.9658,-17.9629,0.0002
180deg,HL15,4,1.5000,3.8000,heave,0.0015,0.0008,0.0036,0.0002
180deg,HL15,4,1.5000,3.8000,roll,-0.1154,-0.1151,-0.0964,0.0008
180deg,HL15,4,1.5000,3.8000,pitch,-0.0000,0.0001,0.0038,0.0002
180deg,HL15,4,1.5000,3.8000,yaw,-0.0034,-0.0036,0.0021,0.0007
180deg,HL15,5,1.8300,4.2000,surge,4.7859,4.7749,4.8017,0.0021
180deg,HL15,5,1.8300,4.2000,sway,-17.9660,-17.9668,-17.9632,0.0002
180deg,HL15,5,1.8300,4.2000,heave,0.0015,0.0004,0.0065,0.0002
180deg,HL15,5,1.8300,4.2000,roll,-0.1162,-0.1335,-0.0945,0.0023
180deg,HL15,5,1.8300,4.2000,pitch,0.0000,0.0002,0.0072,0.0002
180deg,HL15,5,1.8300,4.2000,yaw,-0.0038,-0.0036,0.0038,0.0009
180deg,HL15,6,2.1700,4.5600,surge,4.7827,4.7309,4.7951,0.0008
180deg,HL15,6,2.1700,4.5600,sway,-17.9660,-17.9690,-17.9632,0.0003
180deg,HL15,6,2.1700,4.5600,heave,0.0015,-0.0005,0.0104,0.0005
180deg,HL15,6,2.1700,4.5600,roll,-0.1177,-0.1780,-0.0848,0.0067
180deg,HL15,6,2.1700,4.5600,pitch,0.0001,0.0003,0.0162,0.0009
180deg,HL15,6,2.1700,4.5600,yaw,-0.0043,-0.0024,0.0079,0.0011
180deg,HL15,7,2.5000,4.9000,surge,4.7776,4.6546,4.7990,0.0080
180deg,HL15,7,2.5000,4.9000,sway,-17.9660,-17.9705,-17.9638,0.0006
180deg,HL15,7,2.5000,4.9000,heave,0.0003,-0.0011,0.0197,0.0018
180deg,HL15,7,2.5000,4.9000,roll,-0.1165,-0.2134,-0.0964,0.0077
180deg,HL15,7,2.5000,4.9000,pitch,0.0001,0.0003,0.0250,0.0009
180deg,HL15,7,2.5000,4.9000,yaw,-0.0051,0.0001,0.0126,0.0011
180deg,HL15,8,2.8300,5.2200,surge,4.7727,4.6078,4.8008,0.0102
180deg,HL15,8,2.8300,5.2200,sway,-17.9660,-17.9711,-17.9647,0.0004
180deg,HL15,8,2.8300,5.2200,heave,0.0002,-0.0014,0.0307,0.0014
180deg,HL15,8,2.8300,5.2200,roll,-0.1202,-0.2275,-0.1040,0.0075
180deg,HL15,8,2.8300,5.2200,pitch,0.0002,0.0003,0.0416,0.0022
180deg,HL15,8,2.8300,5.2200,yaw,-0.0056,0.0014,0.0147,0.0008
180deg,HL15,9,3.1700,5.5200,surge,4.7683,4.5757,4.7973,0.0103
180deg,HL15,9,3.1700,5.5200,sway,-17.9660,-17.9710,-17.9636,0.0002
180deg,HL15,9,3.1700,5.5200,heave,0.0008,-0.0014,0.0440,0.0019
180deg,HL15,9,3.1700,5.5200,roll,-0.1274,-0.2282,-0.1019,0.0102
180deg,HL15,9,3.1700,5.5200,pitch,0.0002,0.0003,0.0645,0.0057
180deg,HL15,9,3.1700,5.5200,yaw,-0.0057,0.0019,0.0168,0.0003
180deg,HL17,1,0.5000,2.3300,surge,4.7960,4.7959,4.7984,0.0004
180deg,HL17,1,0.5000,2.3300,sway,-17.9660,-17.9659,-17.9649,0.0001
180deg,HL17,1,0.5000,2.3300,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL17,1,0.5000,2.3300,roll,-0.1159,-0.1149,-0.1097,0.0002
180deg,HL17,1,0.5000,2.3300,pitch,-0.0001,-0.0000,0.0001,0.0000
180deg,HL17,1,0.5000,2.3300,yaw,-0.0023,-0.0024,-0.0015,0.0001
180deg,HL17,2,0.8300,3.0100,surge,4.7938,4.7937,4.8006,0.0012
180deg,HL17,2,0.8300,3.0100,sway,-17.9660,-17.9658,-17.9642,0.0001
180deg,HL17,2,0.8300,3.0100,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL17,2,0.8300,3.0100,roll,-0.1153,-0.1142,-0.1045,0.0005
180deg,HL17,2,0.8300,3.0100,pitch,-0.0001,0.0000,0.0007,0.0001
180deg,HL17,2,0.8300,3.0100,yaw,-0.0027,-0.0028,-0.0008,0.0001
180deg,HL17,3,1.1700,3.5600,surge,4.7913,4.7912,4.8040,0.0021
180deg,HL17,3,1.1700,3.5600,sway,-17.9660,-17.9658,-17.9635,0.0002
180deg,HL17,3,1.1700,3.5600,heave,0.0016,0.0008,0.0023,0.0001
180deg,HL17,3,1.1700,3.5600,roll,-0.1151,-0.1140,-0.0988,0.0009
180deg,HL17,3,1.1700,3.5600,pitch,-0.0001,0.0000,0.0022,0.0002
180deg,HL17,3,1.1700,3.5600,yaw,-0.0030,-0.0032,0.0006,0.0004
180deg,HL17,4,1.5000,4.0400,surge,4.7888,4.7879,4.8053,0.0019
180deg,HL17,4,1.5000,4.0400,sway,-17.9660,-17.9658,-17.9629,0.0002
180deg,HL17,4,1.5000,4.0400,heave,0.0016,0.0007,0.0046,0.0001
180deg,HL17,4,1.5000,4.0400,roll,-0.1154,-0.1153,-0.0961,0.0008
180deg,HL17,4,1.5000,4.0400,pitch,-0.0000,0.0001,0.0058,0.0005
180deg,HL17,4,1.5000,4.0400,yaw,-0.0034,-0.0036,0.0020,0.0007
180deg,HL17,5,1.8300,4.4700,surge,4.7859,4.7735,4.8026,0.0020
180deg,HL17,5,1.8300,4.4700,sway,-17.9660,-17.9671,-17.9633,0.0002
180deg,HL17,5,1.8300,4.4700,heave,0.0015,0.0002,0.0085,0.0002
180deg,HL17,5,1.8300,4.4700,roll,-0.1162,-0.1406,-0.0885,0.0054
180deg,HL17,5,1.8300,4.4700,pitch,0.0000,0.0002,0.0125,0.0008
180deg,HL17,5,1.8300,4.4700,yaw,-0.0038,-0.0036,0.0038,0.0008
180deg,HL17,6,2.1700,4.8600,surge,4.7827,4.7160,4.7991,0.0035
180deg,HL17,6,2.1700,4.8600,sway,-17.9660,-17.9697,-17.9636,0.0005
180deg,HL17,6,2.1700,4.8600,heave,0.0015,-0.0007,0.0155,0.0009
180deg,HL17,6,2.1700,4.8600,roll,-0.1177,-0.1921,-0.0865,0.0084
180deg,HL17,6,2.1700,4.8600,pitch,0.0001,0.0003,0.0211,0.0008
180deg,HL17,6,2.1700,4.8600,yaw,-0.0043,-0.0018,0.0091,0.0011
180deg,HL17,7,2.5000,5.2200,surge,4.7775,4.6436,4.8020,0.0089
180deg,HL17,7,2.5000,5.2200,sway,-17.9660,-17.9710,-17.9645,0.0005
180deg,HL17,7,2.5000,5.2200,heave,0.0003,-0.0013,0.0273,0.0013
180deg,HL17,7,2.5000,5.2200,roll,-0.1166,-0.2230,-0.1027,0.0066
180deg,HL17,7,2.5000,5.2200,pitch,0.0001,0.0003,0.0368,0.0020
180deg,HL17,7,2.5000,5.2200,yaw,-0.0051,0.0006,0.0121,0.0008
180deg,HL17,8,2.8300,5.5500,surge,4.7725,4.6065,4.8016,0.0100
180deg,HL17,8,2.8300,5.5500,sway,-17.9660,-17.9711,-17.9645,0.0001
180deg,HL17,8,2.8300,5.5500,heave,0.0002,-0.0014,0.0405,0.0016
180deg,HL17,8,2.8300,5.5500,roll,-0.1205,-0.2285,-0.1007,0.0083
180deg,HL17,8,2.8300,5.5500,pitch,0.0002,0.0003,0.0592,0.0048
180deg,HL17,8,2.8300,5.5500,yaw,-0.0056,0.0014,0.0145,0.0007
180deg,HL17,9,3.1700,5.8700,surge,4.7682,4.5748,4.7977,0.0105
180deg,HL17,9,3.1700,5.8700,sway,-17.9660,-17.9710,-17.9625,0.0005
180deg,HL17,9,3.1700,5.8700,heave,0.0008,-0.0015,0.0472,0.0027
180deg,HL17,9,3.1700,5.8700,roll,-0.1275,-0.2286,-0.1003,0.0109
180deg,HL17,9,3.1700,5.8700,pitch,0.0002,0.0003,0.0671,0.0042
180deg,HL17,9,3.1700,5.8700,yaw,-0.0057,0.0020,0.0179,0.0010
180deg,HL19,1,0.5000,2.4700,surge,4.7960,4.7959,4.7985,0.0004
180deg,HL19,1,0.5000,2.4700,sway,-17.9660,-17.9659,-17.9649,0.0001
180deg,HL19,1,0.5000,2.4700,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL19,1,0.5000,2.4700,roll,-0.1159,-0.1149,-0.1097,0.0002
180deg,HL19,1,0.5000,2.4700,pitch,-0.0001,-0.0000,0.0001,0.0000
180deg,HL19,1,0.5000,2.4700,yaw,-0.0023,-0.0024,-0.0015,0.0001
180deg,HL19,2,0.8300,3.1800,surge,4.7938,4.7937,4.8008,0.0011
180deg,HL19,2,0.8300,3.1800,sway,-17.9660,-17.9658,-17.9642,0.0001
180deg,HL19,2,0.8300,3.1800,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL19,2,0.8300,3.1800,roll,-0.1153,-0.1142,-0.1044,0.0005
180deg,HL19,2,0.8300,3.1800,pitch,-0.0001,0.0000,0.0007,0.0000
180deg,HL19,2,0.8300,3.1800,yaw,-0.0027,-0.0028,-0.0008,0.0002
180deg,HL19,3,1.1700,3.7700,surge,4.7914,4.7912,4.8044,0.0022
180deg,HL19,3,1.1700,3.7700,sway,-17.9660,-17.9658,-17.9635,0.0002
180deg,HL19,3,1.1700,3.7700,heave,0.0016,0.0008,0.0030,0.0001
180deg,HL19,3,1.1700,3.7700,roll,-0.1151,-0.1140,-0.0989,0.0008
180deg,HL19,3,1.1700,3.7700,pitch,-0.0001,0.0000,0.0026,0.0001
180deg,HL19,3,1.1700,3.7700,yaw,-0.0030,-0.0032,0.0005,0.0004
180deg,HL19,4,1.5000,4.2700,surge,4.7888,4.7878,4.8059,0.0019
180deg,HL19,4,1.5000,4.2700,sway,-17.9660,-17.9659,-17.9630,0.0002
180deg,HL19,4,1.5000,4.2700,heave,0.0016,0.0007,0.0067,0.0004
180deg,HL19,4,1.5000,4.2700,roll,-0.1154,-0.1160,-0.0963,0.0004
180deg,HL19,4,1.5000,4.2700,pitch,-0.0000,0.0001,0.0069,0.0003
180deg,HL19,4,1.5000,4.2700,yaw,-0.0034,-0.0036,0.0018,0.0006
180deg,HL19,5,1.8300,4.7200,surge,4.7859,4.7693,4.8048,0.0027
180deg,HL19,5,1.8300,4.7200,sway,-17.9660,-17.9677,-17.9635,0.0002
180deg,HL19,5,1.8300,4.7200,heave,0.0015,0.0000,0.0121,0.0006
180deg,HL19,5,1.8300,4.7200,roll,-0.1163,-0.1519,-0.0845,0.0071
180deg,HL19,5,1.8300,4.7200,pitch,0.0000,0.0003,0.0158,0.0008
180deg,HL19,5,1.8300,4.7200,yaw,-0.0038,-0.0034,0.0042,0.0008
180deg,HL19,6,2.1700,5.1300,surge,4.7826,4.6967,4.8017,0.0070
180deg,HL19,6,2.1700,5.1300,sway,-17.9660,-17.9703,-17.9642,0.0004
180deg,HL19,6,2.1700,5.1300,heave,0.0015,-0.0010,0.0225,0.0020
180deg,HL19,6,2.1700,5.1300,roll,-0.1177,-0.2054,-0.0976,0.0074
180deg,HL19,6,2.1700,5.1300,pitch,0.0001,0.0003,0.0291,0.0018
180deg,HL19,6,2.1700,5.1300,yaw,-0.0043,-0.0010,0.0098,0.0011
180deg,HL19,7,2.5000,5.5200,surge,4.7773,4.6378,4.8024,0.0091
180deg,HL19,7,2.5000,5.5200,sway,-17.9660,-17.9712,-17.9645,0.0005
180deg,HL19,7,2.5000,5.5200,heave,0.0003,-0.0014,0.0351,0.0015
180deg,HL19,7,2.5000,5.5200,roll,-0.1168,-0.2266,-0.0999,0.0070
180deg,HL19,7,2.5000,5.5200,pitch,0.0001,0.0003,0.0508,0.0044
180deg,HL19,7,2.5000,5.5200,yaw,-0.0051,0.0008,0.0116,0.0006
180deg,HL19,8,2.8300,5.8700,surge,4.7721,4.6058,4.8013,0.0122
180deg,HL19,8,2.8300,5.8700,sway,-17.9660,-17.9711,-17.9640,0.0001
180deg,HL19,8,2.8300,5.8700,heave,0.0002,-0.0014,0.0593,0.0059
180deg,HL19,8,2.8300,5.8700,roll,-0.1208,-0.2283,-0.0914,0.0140
180deg,HL19,8,2.8300,5.8700,pitch,0.0002,0.0003,0.0780,0.0052
180deg,HL19,8,2.8300,5.8700,yaw,-0.0056,0.0014,0.0153,0.0010
180deg,HL19,9,3.1700,6.2100,surge,4.7671,4.5739,4.8291,0.0249
180deg,HL19,9,3.1700,6.2100,sway,-17.9670,-17.9709,-17.9621,0.0003
180deg,HL19,9,3.1700,6.2100,heave,0.0008,-0.0014,0.0869,0.0071
180deg,HL19,9,3.1700,6.2100,roll,-0.1288,-0.2273,-0.0976,0.0077
180deg,HL19,9,3.1700,6.2100,pitch,0.0002,0.0003,0.1058,0.0054
180deg,HL19,9,3.1700,6.2100,yaw,-0.0057,0.0019,0.0171,0.0012
180deg,HL21,1,0.5000,2.5900,surge,4.7960,4.7959,4.7986,0.0004
180deg,HL21,1,0.5000,2.5900,sway,-17.9660,-17.9659,-17.9649,0.0001
180deg,HL21,1,0.5000,2.5900,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL21,1,0.5000,2.5900,roll,-0.1159,-0.1149,-0.1097,0.0002
180deg,HL21,1,0.5000,2.5900,pitch,-0.0001,-0.0000,0.0001,0.0000
180deg,HL21,1,0.5000,2.5900,yaw,-0.0023,-0.0024,-0.0015,0.0001
180deg,HL21,2,0.8300,3.3500,surge,4.7938,4.7937,4.8009,0.0012
180deg,HL21,2,0.8300,3.3500,sway,-17.9660,-17.9658,-17.9642,0.0001
180deg,HL21,2,0.8300,3.3500,heave,0.0016,0.0008,0.0017,0.0000
180deg,HL21,2,0.8300,3.3500,roll,-0.1153,-0.1142,-0.1045,0.0005
180deg,HL21,2,0.8300,3.3500,pitch,-0.0001,0.0000,0.0009,0.0000
180deg,HL21,2,0.8300,3.3500,yaw,-0.0027,-0.0028,-0.0008,0.0002
180deg,HL21,3,1.1700,3.9600,surge,4.7914,4.7912,4.8041,0.0017
180deg,HL21,3,1.1700,3.9600,sway,-17.9660,-17.9658,-17.9635,0.0002
180deg,HL21,3,1.1700,3.9600,heave,0.0016,0.0008,0.0036,0.0001
180deg,HL21,3,1.1700,3.9600,roll,-0.1151,-0.1140,-0.0984,0.0011
180deg,HL21,3,1.1700,3.9600,pitch,-0.0001,0.0000,0.0036,0.0001
180deg,HL21,3,1.1700,3.9600,yaw,-0.0030,-0.0032,0.0004,0.0004
180deg,HL21,4,1.5000,4.4900,surge,4.7888,4.7876,4.8037,0.0017
180deg,HL21,4,1.5000,4.4900,sway,-17.9660,-17.9660,-17.9631,0.0002
180deg,HL21,4,1.5000,4.4900,heave,0.0016,0.0007,0.0077,0.0003
180deg,HL21,4,1.5000,4.4900,roll,-0.1154,-0.1184,-0.0916,0.0031
180deg,HL21,4,1.5000,4.4900,pitch,-0.0000,0.0001,0.0101,0.0008
180deg,HL21,4,1.5000,4.4900,yaw,-0.0034,-0.0036,0.0016,0.0006
180deg,HL21,5,1.8300,4.9700,surge,4.7859,4.7607,4.8006,0.0031
180deg,HL21,5,1.8300,4.9700,sway,-17.9660,-17.9687,-17.9637,0.0003
180deg,HL21,5,1.8300,4.9700,heave,0.0015,-0.0003,0.0155,0.0008
180deg,HL21,5,1.8300,4.9700,roll,-0.1163,-0.1711,-0.0921,0.0040
180deg,HL21,5,1.8300,4.9700,pitch,0.0000,0.0004,0.0204,0.0012
180deg,HL21,5,1.8300,4.9700,yaw,-0.0038,-0.0031,0.0048,0.0008
180deg,HL21,6,2.1700,5.4000,surge,4.7825,4.6743,4.8016,0.0072
180deg,HL21,6,2.1700,5.4000,sway,-17.9660,-17.9709,-17.9645,0.0005
180deg,HL21,6,2.1700,5.4000,heave,0.0015,-0.0012,0.0278,0.0014
180deg,HL21,6,2.1700,5.4000,roll,-0.1178,-0.2186,-0.0980,0.0083
180deg,HL21,6,2.1700,5.4000,pitch,0.0001,0.0003,0.0397,0.0025
180deg,HL21,6,2.1700,5.4000,yaw,-0.0043,-0.0001,0.0105,0.0008
180deg,HL21,7,2.5000,5.8000,surge,4.7771,4.6345,4.8040,0.0076
180deg,HL21,7,2.5000,5.8000,sway,-17.9660,-17.9712,-17.9638,0.0005
180deg,HL21,7,2.5000,5.8000,heave,0.0003,-0.0014,0.0470,0.0038
180deg,HL21,7,2.5000,5.8000,roll,-0.1170,-0.2279,-0.0943,0.0115
180deg,HL21,7,2.5000,5.8000,pitch,0.0001,0.0003,0.0640,0.0048
180deg,HL21,7,2.5000,5.8000,yaw,-0.0051,0.0009,0.0122,0.0007
180deg,HL21,8,2.8300,6.1700,surge,4.7717,4.6052,4.8240,0.0198
180deg,HL21,8,2.8300,6.1700,sway,-17.9660,-17.9711,-17.9630,0.0002
180deg,HL21,8,2.8300,6.1700,heave,0.0002,-0.0014,0.0727,0.0054
180deg,HL21,8,2.8300,6.1700,roll,-0.1212,-0.2279,-0.0940,0.0107
180deg,HL21,8,2.8300,6.1700,pitch,0.0002,0.0003,0.0924,0.0055
180deg,HL21,8,2.8300,6.1700,yaw,-0.0056,0.0014,0.0156,0.0012
180deg,HL21,9,3.1700,6.5300,surge,4.7663,4.5715,4.8739,0.0442
180deg,HL21,9,3.1700,6.5300,sway,-17.9670,-17.9708,-17.9602,0.0006
180deg,HL21,9,3.1700,6.5300,heave,0.0007,-0.0014,0.1111,0.0080
180deg,HL21,9,3.1700,6.5300,roll,-0.1297,-0.2268,-0.0746,0.0131
180deg,HL21,9,3.1700,6.5300,pitch,0.0002,0.0004,0.1232,0.0034
180deg,HL21,9,3.1700,6.5300,yaw,-0.0058,0.0019,0.0187,0.0014
180deg,HL23,1,0.5000,2.7100,surge,4.7960,4.7959,4.7987,0.0004
180deg,HL23,1,0.5000,2.7100,sway,-17.9660,-17.9659,-17.9649,0.0001
180deg,HL23,1,0.5000,2.7100,heave,0.0016,0.0008,0.0016,0.0000
180deg,HL23,1,0.5000,2.7100,roll,-0.1159,-0.1149,-0.1097,0.0002
180deg,HL23,1,0.5000,2.7100,pitch,-0.0001,-0.0000,0.0002,0.0000
180deg,HL23,1,0.5000,2.7100,yaw,-0.0023,-0.0024,-0.0015,0.0001
180deg,HL23,2,0.8300,3.5000,surge,4.7938,4.7937,4.8007,0.0011
180deg,HL23,2,0.8300,3.5000,sway,-17.9660,-17.9658,-17.9642,0.0001
180deg,HL23,2,0.8300,3.5000,heave,0.0016,0.0008,0.0018,0.0001
180deg,HL23,2,0.8300,3.5000,roll,-0.1153,-0.1142,-0.1044,0.0005
180deg,HL23,2,0.8300,3.5000,pitch,-0.0001,0.0000,0.0013,0.0001
180deg,HL23,2,0.8300,3.5000,yaw,-0.0027,-0.0028,-0.0008,0.0002
180deg,HL23,3,1.1700,4.1500,surge,4.7914,4.7912,4.8038,0.0016
180deg,HL23,3,1.1700,4.1500,sway,-17.9660,-17.9658,-17.9635,0.0002
180deg,HL23,3,1.1700,4.1500,heave,0.0016,0.0008,0.0047,0.0003
180deg,HL23,3,1.1700,4.1500,roll,-0.1151,-0.1140,-0.0989,0.0008
180deg,HL23,3,1.1700,4.1500,pitch,-0.0001,0.0000,0.0043,0.0002
180deg,HL23,3,1.1700,4.1500,yaw,-0.0030,-0.0032,0.0003,0.0004
180deg,HL23,4,1.5000,4.7000,surge,4.7888,4.7871,4.8045,0.0016
180deg,HL23,4,1.5000,4.7000,sway,-17.9660,-17.9663,-17.9635,0.0001
180deg,HL23,4,1.5000,4.7000,heave,0.0015,0.0005,0.0098,0.0005
180deg,HL23,4,1.5000,4.7000,roll,-0.1154,-0.1249,-0.0875,0.0058
180deg,HL23,4,1.5000,4.7000,pitch,-0.0000,0.0003,0.0130,0.0006
180deg,HL23,4,1.5000,4.7000,yaw,-0.0034,-0.0036,0.0015,0.0004
180deg,HL23,5,1.8300,5.2000,surge,4.7858,4.7455,4.8018,0.0064
180deg,HL23,5,1.8300,5.2000,sway,-17.9660,-17.9696,-17.9641,0.0005
180deg,HL23,5,1.8300,5.2000,heave,0.0015,-0.0007,0.0205,0.0013
180deg,HL23,5,1.8300,5.2000,roll,-0.1163,-0.1888,-0.1000,0.0052
180deg,HL23,5,1.8300,5.2000,pitch,0.0000,0.0004,0.0268,0.0015
180deg,HL23,5,1.8300,5.2000,yaw,-0.0038,-0.0024,0.0058,0.0008
180deg,HL23,6,2.1700,5.6500,surge,4.7825,4.6645,4.8024,0.0064
180deg,HL23,6,2.1700,5.6500,sway,-17.9660,-17.9713,-17.9643,0.0006
180deg,HL23,6,2.1700,5.6500,heave,0.0015,-0.0013,0.0334,0.0014
180deg,HL23,6,2.1700,5.6500,roll,-0.1179,-0.2262,-0.0937,0.0096
180deg,HL23,6,2.1700,5.6500,pitch,0.0001,0.0003,0.0489,0.0039
180deg,HL23,6,2.1700,5.6500,yaw,-0.0043,0.0003,0.0105,0.0009
180deg,HL23,7,2.5000,6.0700,surge,4.7769,4.6334,4.8117,0.0131
180deg,HL23,7,2.5000,6.0700,sway,-17.9660,-17.9712,-17.9638,0.0002
180deg,HL23,7,2.5000,6.0700,heave,0.0003,-0.0014,0.0572,0.0045
180deg,HL23,7,2.5000,6.0700,roll,-0.1172,-0.2283,-0.0863,0.0134
180deg,HL23,7,2.5000,6.0700,pitch,0.0001,0.0003,0.0785,0.0062
180deg,HL23,7,2.5000,6.0700,yaw,-0.0052,0.0010,0.0133,0.0011
180deg,HL23,8,2.8300,6.4600,surge,4.7727,4.6032,4.8590,0.0356
180deg,HL23,8,2.8300,6.4600,sway,-17.9660,-17.9710,-17.9624,0.0004
180deg,HL23,8,2.8300,6.4600,heave,0.0009,-0.0014,0.0955,0.0084
180deg,HL23,8,2.8300,6.4600,roll,-0.1231,-0.2273,-0.0986,0.0068
180deg,HL23,8,2.8300,6.4600,pitch,0.0002,0.0003,0.1051,0.0022
180deg,HL23,8,2.8300,6.4600,yaw,-0.0053,0.0014,0.0154,0.0010
180deg,HL23,9,3.1700,6.8300,surge,4.7656,4.5676,4.9175,0.0620
180deg,HL23,9,3.1700,6.8300,sway,-17.9670,-17.9708,-17.9607,0.0005
180deg,HL23,9,3.1700,6.8300,heave,0.0007,-0.0014,0.1260,0.0097
